ID,Users,Memory,CPU,CartReplicas,Metric,createOrder,basket,getCatalogue,getItem,getCart,login,getOrders,catalogue,home,tags,getCustomer,viewOrdersPage,cataloguePage,getRelated,addToCart,catalogueSize,getAddress,getCard,showDetails
45,100,0.5,0.5,2,SD (sec),0.008,0.002,0.002,0.008,0.012,0.014,0.008,0.002,0.002,0.008,0.007,0.002,0.003,0.008,0.008,0.008,0.008,0.007,0.002
45,100,0.5,0.5,2,Mix % (take failure into account),0.0132,0.0132,0.1127,0.096,0.2259,0.026,0.0261,0.0304,0.0995,0.0304,0.1132,0.0261,0.0304,0.0436,0.0132,0.0304,0.0132,0.0132,0.0436
46,300,1,0.25,4,Avg (sec),0.008,0.002,0.011,0.014,8.531,5.344,0.009,0.002,0.002,0.011,0.008,0.002,0.013,0.014,0.003,0.013,0.008,0.009,0.002
46,300,1,0.25,4,SD (sec),0.031,0.002,0.081,0.09,17.194,11.905,0.034,0.002,0.002,0.076,0.053,0.002,0.091,0.092,0.007,0.088,0.052,0.06,0.002
46,300,1,0.25,4,Mix % (take failure into account),0.0132,0.0132,0.1131,0.0961,0.2255,0.0263,0.0264,0.0301,0.1,0.0301,0.113,0.0264,0.0302,0.0434,0.0132,0.0301,0.0132,0.0132,0.0433
47,50,1,0.5,1,Avg (sec),0.008,0.001,0.004,0.005,0.008,0.014,0.008,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
47,50,1,0.5,1,SD (sec),0.008,0.001,0.001,0.007,0.014,0.015,0.008,0.001,0.001,0.007,0.008,0.001,0.001,0.008,0.007,0.007,0.007,0.007,0.001
47,50,1,0.5,1,Mix % (take failure into account),0.013,0.013,0.113,0.0957,0.2261,0.0261,0.0261,0.0304,0.0999,0.0304,0.1131,0.0261,0.0304,0.0435,0.0131,0.0304,0.013,0.0131,0.0435
48,300,0.5,0.25,1,Avg (sec),0.06,0.002,0.421,0.422,0.362,0.584,0.052,0.002,0.002,0.423,0.205,0.002,0.407,0.418,0.003,0.418,0.195,0.196,0.002
48,300,0.5,0.25,1,SD (sec),0.223,0.006,0.493,0.493,0.494,0.648,0.206,0.006,0.007,0.493,0.399,0.005,0.49,0.492,0.009,0.491,0.391,0.392,0.006
48,300,0.5,0.25,1,Mix % (take failure into account),0.013,0.0131,0.113,0.0957,0.2261,0.0262,0.0262,0.0303,0.1,0.0303,0.113,0.0262,0.0303,0.0435,0.0131,0.0303,0.0131,0.0131,0.0434
49,250,1,0.25,2,Avg (sec),0.008,0.001,0.004,0.005,20.283,11.013,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
49,250,1,0.25,2,SD (sec),0.008,0.001,0.002,0.007,23.876,14.91,0.007,0.001,0.001,0.008,0.007,0.002,0.002,0.007,0.007,0.008,0.008,0.008,0.002
49,250,1,0.25,2,Mix % (take failure into account),0.0132,0.0131,0.1136,0.0959,0.224,0.0263,0.0266,0.0303,0.1005,0.0302,0.113,0.0266,0.0302,0.0435,0.0131,0.0303,0.0132,0.0132,0.0432
50,250,0.5,0.5,2,Avg (sec),0.06,0.002,0.43,0.431,0.318,0.516,0.053,0.002,0.002,0.426,0.208,0.002,0.418,0.434,0.003,0.438,0.209,0.208,0.002
50,250,0.5,0.5,2,SD (sec),0.224,0.004,0.494,0.494,0.463,0.609,0.208,0.004,0.004,0.493,0.401,0.004,0.492,0.494,0.008,0.495,0.402,0.401,0.004
50,250,0.5,0.5,2,Mix % (take failure into account),0.013,0.0129,0.113,0.0954,0.2261,0.0259,0.0259,0.0306,0.1001,0.0306,0.1131,0.0259,0.0306,0.0436,0.013,0.0306,0.013,0.013,0.0436
51,50,0.5,0.5,4,Avg (sec),0.008,0.001,0.004,0.005,0.01,0.02,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
51,50,0.5,0.5,4,SD (sec),0.007,0.001,0.002,0.008,0.016,0.023,0.007,0.001,0.001,0.008,0.008,0.001,0.002,0.008,0.008,0.007,0.007,0.008,0.001
51,50,0.5,0.5,4,Mix % (take failure into account),0.0128,0.0128,0.1134,0.0952,0.2264,0.0261,0.0262,0.0306,0.1006,0.0306,0.1128,0.0262,0.0305,0.0434,0.0128,0.0306,0.0128,0.0128,0.0433
52,200,1,0.5,4,Avg (sec),0.052,0.002,0.421,0.423,0.317,0.51,0.054,0.002,0.002,0.431,0.211,0.002,0.421,0.424,0.003,0.419,0.204,0.198,0.002
52,200,1,0.5,4,SD (sec),0.207,0.002,0.493,0.493,0.462,0.608,0.21,0.003,0.002,0.494,0.404,0.002,0.493,0.493,0.007,0.492,0.399,0.394,0.002
52,200,1,0.5,4,Mix % (take failure into account),0.0129,0.013,0.113,0.0954,0.2261,0.0257,0.0257,0.0308,0.1,0.0307,0.1131,0.0257,0.0308,0.0437,0.013,0.0308,0.0129,0.013,0.0437
53,200,1,0.5,1,Avg (sec),0.053,0.002,0.421,0.421,0.316,0.513,0.055,0.002,0.002,0.432,0.205,0.002,0.412,0.422,0.003,0.428,0.204,0.208,0.002
53,200,1,0.5,1,SD (sec),0.208,0.003,0.493,0.492,0.462,0.616,0.214,0.002,0.002,0.494,0.399,0.002,0.491,0.493,0.007,0.494,0.399,0.402,0.002
53,200,1,0.5,1,Mix % (take failure into account),0.0129,0.013,0.1134,0.0955,0.2262,0.0264,0.0263,0.0303,0.1004,0.0303,0.1129,0.0264,0.0303,0.0433,0.013,0.0303,0.0129,0.0129,0.0433
54,250,0.5,0.25,1,Avg (sec),0.05,0.002,0.411,0.414,0.34,0.553,0.053,0.002,0.002,0.408,0.202,0.002,0.422,0.412,0.003,0.409,0.202,0.198,0.002
54,250,0.5,0.25,1,SD (sec),0.203,0.003,0.491,0.491,0.483,0.643,0.209,0.003,0.003,0.49,0.397,0.003,0.493,0.491,0.008,0.49,0.397,0.394,0.004
54,250,0.5,0.25,1,Mix % (take failure into account),0.0131,0.0132,0.1128,0.0958,0.2258,0.026,0.0259,0.0305,0.0997,0.0304,0.1131,0.026,0.0304,0.0437,0.0132,0.0304,0.0132,0.0132,0.0436
55,50,0.5,0.25,1,Avg (sec),0.007,0.001,0.004,0.005,0.009,0.022,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
55,50,0.5,0.25,1,SD (sec),0.007,0.001,0.002,0.007,0.016,0.027,0.008,0.001,0.001,0.008,0.007,0.001,0.002,0.007,0.007,0.008,0.008,0.007,0.001
55,50,0.5,0.25,1,Mix % (take failure into account),0.0131,0.0132,0.1131,0.096,0.226,0.0265,0.0265,0.03,0.1,0.0301,0.1129,0.0265,0.0301,0.0432,0.0132,0.03,0.0131,0.0132,0.0433
56,300,0.5,0.5,2,Avg (sec),0.056,0.002,0.43,0.432,0.318,0.545,0.057,0.002,0.002,0.432,0.207,0.002,0.431,0.432,0.003,0.434,0.209,0.219,0.002
56,300,0.5,0.5,2,SD (sec),0.213,0.007,0.494,0.494,0.462,0.623,0.217,0.006,0.006,0.494,0.401,0.006,0.494,0.494,0.008,0.495,0.402,0.409,0.006
56,300,0.5,0.5,2,Mix % (take failure into account),0.0131,0.0131,0.1129,0.0958,0.226,0.0261,0.026,0.0304,0.0998,0.0304,0.1131,0.026,0.0304,0.0435,0.0131,0.0304,0.0131,0.0131,0.0435
57,200,0.5,0.5,1,Avg (sec),0.057,0.002,0.425,0.428,0.315,0.515,0.056,0.002,0.002,0.426,0.207,0.002,0.417,0.419,0.003,0.423,0.201,0.209,0.002
57,200,0.5,0.5,1,SD (sec),0.218,0.002,0.493,0.494,0.462,0.61,0.215,0.002,0.002,0.493,0.401,0.002,0.492,0.492,0.007,0.493,0.396,0.402,0.002
57,200,0.5,0.5,1,Mix % (take failure into account),0.0131,0.0132,0.113,0.0959,0.226,0.0261,0.0261,0.0303,0.0998,0.0303,0.1131,0.0261,0.0303,0.0435,0.0132,0.0303,0.0131,0.0132,0.0435
58,150,1,0.25,1,Avg (sec),0.01,0.002,0.062,0.06,0.05,0.079,0.012,0.002,0.002,0.065,0.027,0.002,0.062,0.066,0.003,0.057,0.031,0.029,0.002
58,150,1,0.25,1,SD (sec),0.055,0.001,0.233,0.227,0.197,0.254,0.069,0.002,0.002,0.238,0.146,0.002,0.233,0.238,0.007,0.222,0.16,0.152,0.002
58,150,1,0.25,1,Mix % (take failure into account),0.013,0.013,0.1131,0.0956,0.2261,0.026,0.0261,0.0305,0.1001,0.0305,0.113,0.0261,0.0305,0.0435,0.013,0.0305,0.013,0.013,0.0435
59,100,1,0.25,1,Avg (sec),0.008,0.002,0.004,0.005,0.944,0.557,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
59,100,1,0.25,1,SD (sec),0.008,0.002,0.002,0.008,1.45,1.032,0.007,0.002,0.002,0.008,0.008,0.002,0.002,0.008,0.007,0.008,0.008,0.008,0.001
59,100,1,0.25,1,Mix % (take failure into account),0.0132,0.0133,0.1127,0.096,0.2258,0.026,0.026,0.0304,0.0995,0.0304,0.1131,0.026,0.0303,0.0436,0.0132,0.0303,0.0133,0.0133,0.0436
60,50,1,0.25,4,Avg (sec),0.008,0.001,0.004,0.005,0.033,0.055,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
60,50,1,0.25,4,SD (sec),0.008,0.001,0.002,0.007,0.282,0.173,0.007,0.001,0.001,0.008,0.007,0.001,0.002,0.007,0.008,0.008,0.008,0.007,0.001
60,50,1,0.25,4,Mix % (take failure into account),0.013,0.013,0.113,0.0955,0.2261,0.0259,0.0259,0.0306,0.1,0.0306,0.1131,0.0259,0.0306,0.0436,0.0129,0.0306,0.013,0.013,0.0436
61,100,1,0.5,4,Avg (sec),0.007,0.002,0.004,0.005,0.008,0.016,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
61,100,1,0.5,4,SD (sec),0.008,0.001,0.002,0.008,0.014,0.017,0.008,0.002,0.002,0.008,0.008,0.002,0.002,0.007,0.008,0.008,0.007,0.007,0.002
61,100,1,0.5,4,Mix % (take failure into account),0.0129,0.0129,0.1132,0.0952,0.2262,0.0259,0.0259,0.0307,0.1004,0.0307,0.113,0.0259,0.0307,0.0436,0.0129,0.0307,0.0128,0.0128,0.0436
62,150,0.5,0.5,1,Avg (sec),0.012,0.002,0.065,0.066,0.048,0.074,0.011,0.002,0.002,0.068,0.029,0.002,0.065,0.069,0.003,0.066,0.035,0.027,0.002
62,150,0.5,0.5,1,SD (sec),0.069,0.002,0.239,0.239,0.199,0.258,0.065,0.002,0.002,0.243,0.153,0.002,0.24,0.245,0.008,0.239,0.169,0.147,0.002
62,150,0.5,0.5,1,Mix % (take failure into account),0.013,0.0131,0.1131,0.0957,0.2261,0.0264,0.0263,0.0303,0.1001,0.0303,0.1129,0.0263,0.0303,0.0434,0.0131,0.0303,0.0131,0.0131,0.0434
63,250,0.5,0.25,4,Avg (sec),0.056,0.002,0.404,0.409,0.613,0.828,0.052,0.002,0.002,0.398,0.198,0.002,0.397,0.405,0.003,0.397,0.187,0.2,0.002
63,250,0.5,0.25,4,SD (sec),0.215,0.004,0.489,0.49,2.486,3.785,0.206,0.004,0.004,0.488,0.393,0.003,0.488,0.489,0.007,0.488,0.385,0.395,0.003
63,250,0.5,0.25,4,Mix % (take failure into account),0.0131,0.0132,0.1129,0.0958,0.2258,0.0262,0.0261,0.0304,0.0999,0.0303,0.1131,0.0261,0.0303,0.0435,0.0131,0.0304,0.0132,0.0132,0.0435
64,100,0.5,0.25,4,Avg (sec),0.007,0.002,0.004,0.005,0.025,0.035,0.007,0.002,0.002,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.002
64,100,0.5,0.25,4,SD (sec),0.008,0.002,0.002,0.007,0.063,0.057,0.008,0.002,0.002,0.007,0.008,0.002,0.003,0.008,0.007,0.008,0.008,0.008,0.002
64,100,0.5,0.25,4,Mix % (take failure into account),0.0131,0.0131,0.1131,0.0958,0.2261,0.0262,0.0262,0.0303,0.1,0.0303,0.113,0.0262,0.0303,0.0434,0.0131,0.0303,0.0131,0.0131,0.0434
65,200,0.5,0.25,4,Avg (sec),0.008,0.002,0.004,0.005,4.35,1.837,0.007,0.002,0.002,0.005,0.006,0.002,0.004,0.005,0.003,0.006,0.005,0.006,0.002
65,200,0.5,0.25,4,SD (sec),0.008,0.002,0.003,0.008,8.702,4.45,0.007,0.002,0.002,0.008,0.008,0.002,0.002,0.008,0.007,0.008,0.008,0.008,0.002
65,200,0.5,0.25,4,Mix % (take failure into account),0.0132,0.0131,0.113,0.0959,0.2254,0.0261,0.0261,0.0304,0.1,0.0304,0.1132,0.0261,0.0304,0.0435,0.0131,0.0304,0.0131,0.0131,0.0435
66,100,0.5,0.25,1,Avg (sec),0.007,0.002,0.004,0.005,0.009,0.017,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
66,100,0.5,0.25,1,SD (sec),0.008,0.002,0.002,0.008,0.016,0.023,0.008,0.001,0.002,0.007,0.007,0.002,0.002,0.008,0.008,0.007,0.008,0.008,0.002
66,100,0.5,0.25,1,Mix % (take failure into account),0.013,0.013,0.1132,0.0956,0.2261,0.0262,0.0262,0.0304,0.1002,0.0304,0.113,0.0262,0.0304,0.0433,0.013,0.0304,0.013,0.013,0.0434
67,300,1,0.25,1,Avg (sec),0.054,0.003,0.42,0.415,0.392,0.615,0.053,0.002,0.002,0.425,0.205,0.002,0.423,0.413,0.003,0.42,0.21,0.219,0.002
67,300,1,0.25,1,SD (sec),0.211,0.009,0.493,0.491,0.609,0.73,0.207,0.005,0.007,0.493,0.399,0.007,0.493,0.491,0.008,0.492,0.402,0.409,0.009
67,300,1,0.25,1,Mix % (take failure into account),0.0131,0.0132,0.1129,0.0958,0.2258,0.0261,0.026,0.0304,0.0998,0.0304,0.1131,0.026,0.0304,0.0437,0.0132,0.0304,0.0131,0.0131,0.0436
68,250,0.5,0.5,4,Avg (sec),0.055,0.002,0.427,0.429,0.32,0.525,0.056,0.002,0.002,0.438,0.209,0.002,0.429,0.427,0.003,0.431,0.21,0.2,0.002
68,250,0.5,0.5,4,SD (sec),0.213,0.002,0.494,0.494,0.463,0.613,0.215,0.004,0.004,0.495,0.402,0.003,0.494,0.493,0.008,0.494,0.403,0.395,0.004
68,250,0.5,0.5,4,Mix % (take failure into account),0.013,0.013,0.1131,0.0956,0.2261,0.0261,0.0261,0.0305,0.1001,0.0305,0.113,0.0261,0.0304,0.0435,0.013,0.0304,0.013,0.013,0.0435
69,2,4,1,1,Avg (sec),0.012,0.002,0.005,0.006,0.014,0.023,0.011,0.002,0.002,0.004,0.006,0.002,0.005,0.007,0.002,0.006,0.007,0.005,0.002
69,2,4,1,1,SD (sec),0.006,0,0.001,0.007,0.02,0.022,0.005,0,0.001,0.004,0.007,0.001,0.001,0.009,0.001,0.006,0.009,0.001,0
69,2,4,1,1,Mix % (take failure into account),0.0129,0.0129,0.1124,0.0952,0.2263,0.0247,0.0252,0.0313,0.0998,0.0313,0.1136,0.0252,0.0313,0.0442,0.0126,0.0313,0.0129,0.0129,0.0442
70,250,1,0.25,4,Avg (sec),0.008,0.002,0.004,0.006,7.692,4.295,0.008,0.002,0.002,0.005,0.006,0.002,0.004,0.005,0.003,0.006,0.006,0.006,0.002
70,250,1,0.25,4,SD (sec),0.008,0.002,0.003,0.008,15.1,8.96,0.008,0.001,0.002,0.008,0.008,0.002,0.003,0.007,0.008,0.008,0.008,0.008,0.002
70,250,1,0.25,4,Mix % (take failure into account),0.0131,0.013,0.1133,0.0958,0.2254,0.0263,0.0264,0.0303,0.1003,0.0303,0.113,0.0264,0.0303,0.0433,0.013,0.0303,0.013,0.013,0.0433
71,250,1,0.25,1,Avg (sec),0.049,0.002,0.414,0.416,0.332,0.545,0.055,0.002,0.002,0.418,0.208,0.002,0.419,0.413,0.003,0.421,0.197,0.195,0.002
71,250,1,0.25,1,SD (sec),0.2,0.004,0.491,0.491,0.487,0.644,0.213,0.004,0.003,0.492,0.402,0.004,0.492,0.491,0.007,0.492,0.393,0.392,0.003
71,250,1,0.25,1,Mix % (take failure into account),0.0132,0.0133,0.1126,0.0962,0.2258,0.026,0.026,0.0303,0.0994,0.0302,0.1132,0.0261,0.0302,0.0437,0.0133,0.0303,0.0133,0.0133,0.0436
72,200,1,0.25,1,Avg (sec),0.059,0.002,0.411,0.414,0.313,0.5,0.055,0.002,0.002,0.408,0.203,0.002,0.41,0.414,0.003,0.41,0.206,0.209,0.002
72,200,1,0.25,1,SD (sec),0.221,0.002,0.491,0.491,0.456,0.598,0.213,0.002,0.002,0.49,0.398,0.002,0.491,0.491,0.008,0.49,0.401,0.403,0.002
72,200,1,0.25,1,Mix % (take failure into account),0.0131,0.0131,0.1127,0.0957,0.2259,0.0257,0.0257,0.0306,0.0996,0.0306,0.1132,0.0258,0.0306,0.0438,0.0131,0.0306,0.0131,0.0131,0.0437
73,150,0.5,0.25,1,Avg (sec),0.011,0.002,0.058,0.059,0.05,0.08,0.011,0.002,0.002,0.059,0.026,0.002,0.061,0.06,0.003,0.058,0.031,0.029,0.002
73,150,0.5,0.25,1,SD (sec),0.064,0.002,0.225,0.226,0.196,0.251,0.064,0.002,0.002,0.227,0.141,0.002,0.231,0.227,0.007,0.223,0.157,0.151,0.002
73,150,0.5,0.25,1,Mix % (take failure into account),0.013,0.0129,0.1132,0.0955,0.2262,0.0261,0.0261,0.0305,0.1003,0.0305,0.113,0.0261,0.0305,0.0434,0.013,0.0305,0.0129,0.0129,0.0434
