Elapsed;User Path;Parent;Element;Elements/s;Average duration;Minimum duration;Maximum duration;Average TTFB;Minimum TTFB;Maximum TTFB;Errors;Errors/s;Median duration;UserLoad
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hsb_h.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/images.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/submit-incident.png";8.0;0.035;0.026;0.047;0.035;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/media/js/jquery.treeview.js";0.0;;;;;;;0.0;0.0;;40.0
5;-;-;"<all requests>";290.0;0.078;0.025;1.088;0.068;0.025;1.046;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/media/js/global.js";10.0;0.037;0.029;0.047;0.037;0.028;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/media/js/jquery.ui.min.js";10.0;0.072;0.053;0.096;0.037;0.029;0.05;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/page-bg.jpg";8.0;0.036;0.026;0.051;0.036;0.025;0.051;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_flat_75_ffffff_40x100.png";8.0;0.035;0.025;0.047;0.035;0.025;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/filters-bg.jpg";8.0;0.035;0.026;0.048;0.035;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hex.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/tooltip-arrow.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_highlight-soft_75_cccccc_1x100.png";8.0;0.035;0.026;0.047;0.035;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/json/cluster";6.0;0.108;0.087;0.128;0.108;0.087;0.128;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/media/css/jquery-ui-themeroller.css";10.0;0.061;0.044;0.078;0.045;0.031;0.056;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/media/css/jquery.treeview.css";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/reports/submit";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_background.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_overlay.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/media/js/OpenLayers.js";10.0;0.148;0.099;0.228;0.035;0.026;0.048;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports";"/reports";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/media/img/footer-logo.png";10.0;0.035;0.026;0.047;0.035;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/newspapers.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/scheduler";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_submit.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/media/js/jquery.pngFix.pack.js";10.0;0.038;0.031;0.05;0.038;0.03;0.05;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/openlayers/layer-switcher-minimize.png";8.0;0.036;0.027;0.053;0.036;0.027;0.053;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icon_sprite-2.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/themes/default/css/base.css";10.0;0.042;0.029;0.056;0.041;0.028;0.056;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports";"/scheduler";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/mobile-phone.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/bg_filter-accordion-title.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/media/img/icon_sprite.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/media/img/themeroller/ui-icons_454545_256x240.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/media/img/themeroller/ui-icons_888888_256x240.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/media/css/openlayers.css";10.0;0.041;0.029;0.054;0.04;0.029;0.054;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/openlayers/marker.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_rgb_b.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/media/js/selectToUISlider.jQuery.js";10.0;0.035;0.026;0.047;0.035;0.025;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/reports/submit";0.0;;;;;;;0.0;0.0;;40.0
5;"MyiPhoneUser_Create_report";"/api";"/api";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/media/uploads/default_map_all_1437742499_m.png";10.0;0.034;0.027;0.047;0.034;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/tick-button.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/scheduler";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/treeview-default-line.gif";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/media/uploads/default_map_all_1437742499_t.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports/geocode/";"/media/img/loading_g.gif";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/cross-button.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/themes/default/css/accordion.css";10.0;0.043;0.03;0.055;0.043;0.029;0.055;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/themes/default/css/style.css";10.0;0.07;0.051;0.094;0.039;0.028;0.05;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/media/js/colorpicker.js";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/media/js/jquery.timeago.js";10.0;0.035;0.026;0.048;0.034;0.025;0.048;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/media/css/colorpicker.css";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hsb_s.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/twitter.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/application-form.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/films.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hsb_b.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/themes/default/images/icons/mail.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/openlayers/cloud-popup-relative.png";8.0;0.036;0.026;0.055;0.036;0.025;0.055;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_rgb_g.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports";"/media/img/report-thumb-default.jpg";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/scheduler";6.0;0.083;0.067;0.097;0.082;0.066;0.097;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/media/js/ushahidi.js";10.0;0.051;0.039;0.071;0.034;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/media/css/global.css";10.0;0.044;0.033;0.053;0.043;0.033;0.053;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/media/js/jquery.js";10.0;0.078;0.058;0.118;0.037;0.029;0.05;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/icon-calendar.gif";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/";"/";10.0;0.906;0.779;1.088;0.878;0.777;1.046;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_rgb_r.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/openlayers/editing_tool_bar.png";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_select.gif";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_indic.gif";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/reports/submit";"/reports/thanks";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/icon-plus.gif";0.0;;;;;;;0.0;0.0;;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/cat-filters-bg.jpg";8.0;0.035;0.026;0.048;0.035;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/search-button.jpg";8.0;0.036;0.026;0.052;0.036;0.026;0.052;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/media/uploads/banner_1437742016.png";10.0;0.035;0.026;0.047;0.034;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/";"/themes/default/css/slider.css";10.0;0.037;0.028;0.049;0.037;0.028;0.049;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_glass_75_e6e6e6_1x400.png";8.0;0.036;0.026;0.047;0.036;0.026;0.047;0.0;0.0;0.0;40.0
5;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/openlayers/layer-switcher-maximize.png";8.0;0.035;0.026;0.047;0.035;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hsb_h.png";4.0;0.04;0.026;0.047;0.039;0.025;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/submit-incident.png";4.0;0.042;0.031;0.058;0.041;0.03;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/reports/submit";"/media/js/jquery.treeview.js";8.0;0.036;0.027;0.048;0.036;0.027;0.047;0.0;0.0;0.0;40.0
10;-;-;"<all requests>";196.0;0.108;0.026;5.324;0.102;0.025;5.305;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/global.js";2.0;0.058;0.057;0.058;0.058;0.057;0.058;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/jquery.ui.min.js";2.0;0.128;0.113;0.142;0.058;0.057;0.058;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/page-bg.jpg";4.0;0.047;0.031;0.068;0.046;0.03;0.067;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_flat_75_ffffff_40x100.png";4.0;0.041;0.03;0.057;0.041;0.029;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/filters-bg.jpg";4.0;0.043;0.03;0.057;0.043;0.03;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hex.png";3.0;0.037;0.026;0.047;0.037;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_highlight-soft_75_cccccc_1x100.png";4.0;0.044;0.03;0.068;0.043;0.029;0.068;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/json/cluster";6.0;0.131;0.088;0.266;0.13;0.087;0.265;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/css/jquery-ui-themeroller.css";2.0;0.082;0.077;0.087;0.058;0.054;0.061;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/reports/submit";"/media/css/jquery.treeview.css";8.0;0.036;0.027;0.049;0.036;0.026;0.048;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_background.png";5.0;0.037;0.026;0.047;0.037;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_overlay.png";2.0;0.036;0.026;0.047;0.036;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/OpenLayers.js";2.0;0.256;0.254;0.258;0.057;0.057;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/img/footer-logo.png";2.0;0.063;0.058;0.067;0.063;0.058;0.067;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_submit.png";2.0;0.036;0.026;0.047;0.036;0.025;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/jquery.pngFix.pack.js";2.0;0.059;0.059;0.06;0.059;0.059;0.06;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/openlayers/layer-switcher-minimize.png";4.0;0.042;0.031;0.058;0.042;0.031;0.058;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/themes/default/css/base.css";2.0;0.065;0.062;0.068;0.065;0.062;0.068;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/css/openlayers.css";2.0;0.056;0.05;0.062;0.056;0.05;0.062;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/openlayers/marker.png";5.0;0.037;0.026;0.046;0.037;0.026;0.046;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_rgb_b.png";4.0;0.04;0.026;0.047;0.04;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/selectToUISlider.jQuery.js";2.0;0.058;0.057;0.058;0.057;0.057;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/reports/submit";"/reports/submit";8.0;0.121;0.104;0.14;0.104;0.092;0.118;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/uploads/default_map_all_1437742499_m.png";2.0;0.058;0.057;0.058;0.058;0.057;0.058;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/scheduler";1.0;0.068;0.068;0.068;0.067;0.067;0.067;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/treeview-default-line.gif";3.0;0.037;0.026;0.047;0.037;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/themes/default/css/accordion.css";2.0;0.055;0.047;0.063;0.054;0.047;0.062;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/themes/default/css/style.css";2.0;0.103;0.092;0.115;0.054;0.049;0.059;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/reports/submit";"/media/js/colorpicker.js";8.0;0.053;0.039;0.07;0.037;0.027;0.048;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/jquery.timeago.js";2.0;0.057;0.047;0.067;0.057;0.046;0.067;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/reports/submit";"/media/css/colorpicker.css";8.0;0.038;0.027;0.051;0.037;0.026;0.051;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hsb_s.png";3.0;0.038;0.026;0.048;0.037;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hsb_b.png";3.0;0.037;0.026;0.047;0.037;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/openlayers/cloud-popup-relative.png";4.0;0.044;0.03;0.058;0.043;0.03;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_rgb_g.png";4.0;0.04;0.027;0.047;0.04;0.027;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/scheduler";6.0;0.086;0.073;0.103;0.086;0.073;0.102;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/ushahidi.js";2.0;0.07;0.07;0.07;0.046;0.046;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/css/global.css";2.0;0.061;0.06;0.062;0.06;0.059;0.062;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/js/jquery.js";2.0;0.141;0.116;0.167;0.063;0.059;0.067;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/icon-calendar.gif";6.0;0.036;0.026;0.047;0.035;0.025;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/";2.0;5.199;5.074;5.324;5.178;5.051;5.305;0.0;0.0;5.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_rgb_r.png";3.0;0.038;0.027;0.047;0.037;0.026;0.046;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/openlayers/editing_tool_bar.png";4.0;0.04;0.026;0.047;0.04;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_select.gif";2.0;0.036;0.027;0.046;0.036;0.027;0.046;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_indic.gif";2.0;0.038;0.026;0.051;0.038;0.026;0.051;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/icon-plus.gif";6.0;0.036;0.026;0.047;0.036;0.026;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/cat-filters-bg.jpg";4.0;0.039;0.03;0.047;0.038;0.029;0.047;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/search-button.jpg";4.0;0.041;0.03;0.057;0.041;0.029;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/media/uploads/banner_1437742016.png";2.0;0.052;0.047;0.057;0.052;0.047;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/";"/themes/default/css/slider.css";2.0;0.054;0.05;0.058;0.054;0.05;0.058;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_glass_75_e6e6e6_1x400.png";4.0;0.041;0.03;0.057;0.041;0.03;0.057;0.0;0.0;0.0;40.0
10;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/openlayers/layer-switcher-maximize.png";4.0;0.042;0.03;0.057;0.041;0.03;0.057;0.0;0.0;0.0;40.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hsb_h.png";6.0;0.03;0.027;0.039;0.03;0.026;0.039;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/submit-incident.png";1.0;0.047;0.047;0.047;0.047;0.047;0.047;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/reports/submit";"/media/js/jquery.treeview.js";3.0;0.042;0.028;0.058;0.041;0.027;0.057;0.0;0.0;0.0;42.0
15;-;-;"<all requests>";168.0;0.048;0.026;0.28;0.045;0.025;0.203;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/js/global.js";1.0;0.046;0.046;0.046;0.046;0.046;0.046;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/js/jquery.ui.min.js";1.0;0.092;0.092;0.092;0.046;0.046;0.046;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/page-bg.jpg";1.0;0.057;0.057;0.057;0.057;0.057;0.057;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_flat_75_ffffff_40x100.png";1.0;0.058;0.058;0.058;0.058;0.058;0.058;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/themes/default/images/filters-bg.jpg";1.0;0.203;0.203;0.203;0.203;0.203;0.203;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_hex.png";7.0;0.032;0.026;0.046;0.032;0.026;0.046;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/themeroller/ui-bg_highlight-soft_75_cccccc_1x100.png";1.0;0.057;0.057;0.057;0.057;0.057;0.057;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/json/cluster";1.0;0.125;0.125;0.125;0.125;0.125;0.125;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/css/jquery-ui-themeroller.css";1.0;0.102;0.102;0.102;0.068;0.068;0.068;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/reports/submit";"/media/css/jquery.treeview.css";3.0;0.039;0.029;0.047;0.038;0.028;0.047;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_background.png";5.0;0.031;0.027;0.039;0.031;0.027;0.039;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_overlay.png";8.0;0.034;0.027;0.048;0.033;0.026;0.047;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/js/OpenLayers.js";1.0;0.28;0.28;0.28;0.057;0.057;0.057;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/img/footer-logo.png";1.0;0.058;0.058;0.058;0.057;0.057;0.057;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_submit.png";8.0;0.034;0.026;0.046;0.034;0.026;0.046;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/js/jquery.pngFix.pack.js";1.0;0.058;0.058;0.058;0.057;0.057;0.057;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/themes/default/images/page-bg.jpg";"/media/img/openlayers/layer-switcher-minimize.png";1.0;0.057;0.057;0.057;0.057;0.057;0.057;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/themes/default/css/base.css";1.0;0.058;0.058;0.058;0.058;0.058;0.058;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/css/openlayers.css";1.0;0.047;0.047;0.047;0.046;0.046;0.046;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/openlayers/marker.png";6.0;0.035;0.027;0.057;0.035;0.027;0.057;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/colorpicker/colorpicker_rgb_b.png";6.0;0.03;0.026;0.04;0.029;0.025;0.039;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/js/selectToUISlider.jQuery.js";1.0;0.057;0.057;0.057;0.056;0.056;0.056;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/reports/submit";"/reports/submit";3.0;0.147;0.12;0.197;0.126;0.106;0.164;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/uploads/default_map_all_1437742499_m.png";1.0;0.047;0.047;0.047;0.047;0.047;0.047;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/scheduler";9.0;0.081;0.067;0.093;0.081;0.066;0.092;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/media/img/icon-calendar.gif";"/media/img/treeview-default-line.gif";7.0;0.032;0.026;0.047;0.032;0.026;0.047;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/reports/geocode/";"/media/img/loading_g.gif";0.0;;;;;;;0.0;0.0;;42.0
15;"BrowserUser_Create_report";"/";"/themes/default/css/accordion.css";1.0;0.058;0.058;0.058;0.058;0.058;0.058;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/themes/default/css/style.css";1.0;0.113;0.113;0.113;0.058;0.058;0.058;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/reports/submit";"/media/js/colorpicker.js";3.0;0.056;0.041;0.069;0.038;0.028;0.047;0.0;0.0;0.0;42.0
15;"BrowserUser_Create_report";"/";"/media/js/jquery.timeago.js";1.0;0.057;0.057;0.057;0.056;0.056;0.056;0.0;0.0;0.0;42.0
