microservice;source;entity
ts-route-service;route.domain.GetRoutesListlResult;Route
ts-route-service;route.init.InitData;CreateAndModifyRouteInfo
ts-route-service;route.init.InitData;CreateAndModifyRouteResult
ts-route-service;route.repository.RouteRepository;Route
ts-route-service;route.service.RouteService;CreateAndModifyRouteInfo
ts-route-service;route.service.RouteService;CreateAndModifyRouteResult
ts-route-service;route.service.RouteService;DeleteRouteInfo
ts-route-service;route.service.RouteService;DeleteRouteResult
ts-route-service;route.service.RouteService;GetRouteByIdResult
ts-route-service;route.service.RouteService;GetRouteByStartAndTerminalInfo
ts-route-service;route.service.RouteService;GetRoutesListlResult
ts-route-service;route.service.RouteServiceImpl;CreateAndModifyRouteInfo
ts-route-service;route.service.RouteServiceImpl;CreateAndModifyRouteResult
ts-route-service;route.service.RouteServiceImpl;DeleteRouteInfo
ts-route-service;route.service.RouteServiceImpl;DeleteRouteResult
ts-route-service;route.service.RouteServiceImpl;GetRouteByIdResult
ts-route-service;route.service.RouteServiceImpl;GetRouteByStartAndTerminalInfo
ts-route-service;route.service.RouteServiceImpl;GetRoutesListlResult
ts-route-service;route.service.RouteServiceImpl;Route
ts-seat-service;seat.controller.SeatController;SeatRequest
ts-seat-service;seat.controller.SeatController;Ticket
ts-seat-service;seat.domain.GetRouteResult;Route
ts-seat-service;seat.domain.GetTrainTypeResult;TrainType
ts-seat-service;seat.domain.LeftTicketInfo;Ticket
ts-seat-service;seat.service.SeatService;SeatRequest
ts-seat-service;seat.service.SeatService;Ticket
ts-seat-service;seat.service.SeatServiceImpl;GetRouteResult
ts-seat-service;seat.service.SeatServiceImpl;GetTrainTypeResult
ts-seat-service;seat.service.SeatServiceImpl;LeftTicketInfo
ts-seat-service;seat.service.SeatServiceImpl;QueryConfig
ts-seat-service;seat.service.SeatServiceImpl;Route
ts-seat-service;seat.service.SeatServiceImpl;SeatClass
ts-seat-service;seat.service.SeatServiceImpl;SeatRequest
ts-seat-service;seat.service.SeatServiceImpl;Ticket
ts-seat-service;seat.service.SeatServiceImpl;TrainType
ts-security-service;security.controller.SecurityController;CheckInfo
ts-security-service;security.controller.SecurityController;CheckResult
ts-security-service;security.controller.SecurityController;CreateSecurityConfigInfo
ts-security-service;security.controller.SecurityController;CreateSecurityConfigResult
ts-security-service;security.controller.SecurityController;DeleteConfigInfo
ts-security-service;security.controller.SecurityController;DeleteConfigResult
ts-security-service;security.controller.SecurityController;GetAllSecurityConfigResult
ts-security-service;security.controller.SecurityController;UpdateSecurityConfigInfo
ts-security-service;security.controller.SecurityController;UpdateSecurityConfigResult
ts-security-service;security.domain.CreateSecurityConfigResult;SecurityConfig
ts-security-service;security.domain.GetAllSecurityConfigResult;SecurityConfig
ts-security-service;security.domain.Order;OrderStatus
ts-security-service;security.domain.Order;SeatClass
ts-security-service;security.domain.UpdateSecurityConfigResult;SecurityConfig
ts-security-service;security.init.initData;CreateSecurityConfigInfo
ts-security-service;security.init.initData;CreateSecurityConfigResult
ts-security-service;security.repository.SecurityRepository;SecurityConfig
ts-security-service;security.service.SecurityService;CheckInfo
ts-security-service;security.service.SecurityService;CheckResult
ts-security-service;security.service.SecurityService;CreateSecurityConfigInfo
ts-security-service;security.service.SecurityService;CreateSecurityConfigResult
ts-security-service;security.service.SecurityService;DeleteConfigInfo
ts-security-service;security.service.SecurityService;DeleteConfigResult
ts-security-service;security.service.SecurityService;GetAllSecurityConfigResult
ts-security-service;security.service.SecurityService;UpdateSecurityConfigInfo
ts-security-service;security.service.SecurityService;UpdateSecurityConfigResult
ts-security-service;security.service.SecurityServiceImpl;CheckInfo
ts-security-service;security.service.SecurityServiceImpl;CheckResult
ts-security-service;security.service.SecurityServiceImpl;CreateSecurityConfigInfo
ts-security-service;security.service.SecurityServiceImpl;CreateSecurityConfigResult
ts-security-service;security.service.SecurityServiceImpl;DeleteConfigInfo
ts-security-service;security.service.SecurityServiceImpl;DeleteConfigResult
ts-security-service;security.service.SecurityServiceImpl;GetAllSecurityConfigResult
ts-security-service;security.service.SecurityServiceImpl;GetOrderInfoForSecurity
ts-security-service;security.service.SecurityServiceImpl;GetOrderInfoForSecurityResult
ts-security-service;security.service.SecurityServiceImpl;SecurityConfig
ts-security-service;security.service.SecurityServiceImpl;UpdateSecurityConfigInfo
ts-security-service;security.service.SecurityServiceImpl;UpdateSecurityConfigResult
ts-sso-service;sso.controller.AccountSsoController;Account
ts-sso-service;sso.controller.AccountSsoController;AdminDeleteAccountRequest
ts-sso-service;sso.controller.AccountSsoController;AdminLoginInfo
ts-sso-service;sso.controller.AccountSsoController;Contacts
ts-sso-service;sso.controller.AccountSsoController;DeleteAccountResult
ts-sso-service;sso.controller.AccountSsoController;FindAllAccountResult
ts-sso-service;sso.controller.AccountSsoController;GetAccountByIdInfo
ts-sso-service;sso.controller.AccountSsoController;GetAccountByIdResult
ts-sso-service;sso.controller.AccountSsoController;GetLoginAccountList
ts-sso-service;sso.controller.AccountSsoController;LoginInfo
ts-sso-service;sso.controller.AccountSsoController;LoginResult
ts-sso-service;sso.controller.AccountSsoController;LogoutInfo
ts-sso-service;sso.controller.AccountSsoController;LogoutResult
ts-sso-service;sso.controller.AccountSsoController;ModifyAccountInfo
ts-sso-service;sso.controller.AccountSsoController;ModifyAccountResult
ts-sso-service;sso.controller.AccountSsoController;PutLoginResult
ts-sso-service;sso.controller.AccountSsoController;RegisterInfo
ts-sso-service;sso.controller.AccountSsoController;RegisterResult
ts-sso-service;sso.controller.AccountSsoController;VerifyResult
ts-sso-service;sso.domain.Account;DocumentType
ts-sso-service;sso.domain.Account;Gender
ts-sso-service;sso.domain.DeleteAccountResult;Account
ts-sso-service;sso.domain.FindAllAccountResult;Account
ts-sso-service;sso.domain.GetAccountByIdResult;Account
ts-sso-service;sso.domain.GetLoginAccountList;LoginAccountValue
ts-sso-service;sso.domain.LoginResult;Account
ts-sso-service;sso.domain.RegisterInfo;DocumentType
ts-sso-service;sso.domain.RegisterInfo;Gender
ts-sso-service;sso.domain.RegisterResult;Account
ts-sso-service;sso.init.initData;Account
ts-sso-service;sso.init.initData;DocumentType
ts-sso-service;sso.init.initData;Gender
ts-sso-service;sso.repository.AccountRepository;Account
ts-sso-service;sso.repository.LoginUserListRepository;LoginValue
ts-sso-service;sso.service.AccountSsoService;Account
ts-sso-service;sso.service.AccountSsoService;Contacts
ts-sso-service;sso.service.AccountSsoService;DeleteAccountResult
ts-sso-service;sso.service.AccountSsoService;FindAllAccountResult
ts-sso-service;sso.service.AccountSsoService;GetAccountByIdInfo
ts-sso-service;sso.service.AccountSsoService;GetAccountByIdResult
ts-sso-service;sso.service.AccountSsoService;GetLoginAccountList
ts-sso-service;sso.service.AccountSsoService;LoginInfo
ts-sso-service;sso.service.AccountSsoService;LoginResult
ts-sso-service;sso.service.AccountSsoService;LogoutInfo
ts-sso-service;sso.service.AccountSsoService;LogoutResult
ts-sso-service;sso.service.AccountSsoService;ModifyAccountInfo
ts-sso-service;sso.service.AccountSsoService;ModifyAccountResult
ts-sso-service;sso.service.AccountSsoService;PutLoginResult
ts-sso-service;sso.service.AccountSsoService;RegisterInfo
ts-sso-service;sso.service.AccountSsoService;RegisterResult
ts-sso-service;sso.service.AccountSsoService;VerifyResult
ts-sso-service;sso.service.AccountSsoServiceImpl;Account
ts-sso-service;sso.service.AccountSsoServiceImpl;Contacts
ts-sso-service;sso.service.AccountSsoServiceImpl;DeleteAccountResult
ts-sso-service;sso.service.AccountSsoServiceImpl;FindAllAccountResult
ts-sso-service;sso.service.AccountSsoServiceImpl;GetAccountByIdInfo
ts-sso-service;sso.service.AccountSsoServiceImpl;GetAccountByIdResult
ts-sso-service;sso.service.AccountSsoServiceImpl;GetLoginAccountList
ts-sso-service;sso.service.AccountSsoServiceImpl;LoginAccountValue
ts-sso-service;sso.service.AccountSsoServiceImpl;LoginInfo
ts-sso-service;sso.service.AccountSsoServiceImpl;LoginResult
ts-sso-service;sso.service.AccountSsoServiceImpl;LoginValue
ts-sso-service;sso.service.AccountSsoServiceImpl;LogoutInfo
ts-sso-service;sso.service.AccountSsoServiceImpl;LogoutResult
ts-sso-service;sso.service.AccountSsoServiceImpl;ModifyAccountInfo
ts-sso-service;sso.service.AccountSsoServiceImpl;ModifyAccountResult
ts-sso-service;sso.service.AccountSsoServiceImpl;PutLoginResult
ts-sso-service;sso.service.AccountSsoServiceImpl;RegisterInfo
ts-sso-service;sso.service.AccountSsoServiceImpl;RegisterResult
ts-sso-service;sso.service.AccountSsoServiceImpl;VerifyResult
ts-station-service;fdse.microservice.controller.StationController;Information
ts-station-service;fdse.microservice.controller.StationController;QueryById
ts-station-service;fdse.microservice.controller.StationController;QueryByIdBatch
ts-station-service;fdse.microservice.controller.StationController;QueryByIdBatchResult
ts-station-service;fdse.microservice.controller.StationController;QueryForId
ts-station-service;fdse.microservice.controller.StationController;QueryForIdBatch
ts-station-service;fdse.microservice.controller.StationController;QueryStation
ts-station-service;fdse.microservice.controller.StationController;Station
ts-station-service;fdse.microservice.init.InitData;Information
ts-station-service;fdse.microservice.repository.StationRepository;Station
ts-station-service;fdse.microservice.service.StationService;Information
ts-station-service;fdse.microservice.service.StationService;QueryByIdBatch
ts-station-service;fdse.microservice.service.StationService;QueryForId
ts-station-service;fdse.microservice.service.StationService;QueryForIdBatch
ts-station-service;fdse.microservice.service.StationService;QueryStation
ts-station-service;fdse.microservice.service.StationService;Station
ts-station-service;fdse.microservice.service.StationServiceImpl;Information
ts-station-service;fdse.microservice.service.StationServiceImpl;QueryByIdBatch
ts-station-service;fdse.microservice.service.StationServiceImpl;QueryForId
ts-station-service;fdse.microservice.service.StationServiceImpl;QueryForIdBatch
ts-station-service;fdse.microservice.service.StationServiceImpl;QueryStation
ts-station-service;fdse.microservice.service.StationServiceImpl;Station
ts-ticketinfo-service;ticketinfo.controller.TicketInfoController;QueryForStationId
ts-ticketinfo-service;ticketinfo.controller.TicketInfoController;QueryForTravel
ts-ticketinfo-service;ticketinfo.controller.TicketInfoController;ResultForTravel
ts-ticketinfo-service;ticketinfo.domain.QueryForTravel;Trip
ts-ticketinfo-service;ticketinfo.domain.ResultForTravel;TrainType
ts-ticketinfo-service;ticketinfo.domain.Trip;TripId
ts-ticketinfo-service;ticketinfo.domain.TripId;Type
ts-ticketinfo-service;ticketinfo.service.TicketInfoService;QueryForStationId
ts-ticketinfo-service;ticketinfo.service.TicketInfoService;QueryForTravel
ts-ticketinfo-service;ticketinfo.service.TicketInfoService;ResultForTravel
ts-ticketinfo-service;ticketinfo.service.TicketInfoServiceImpl;QueryForStationId
ts-ticketinfo-service;ticketinfo.service.TicketInfoServiceImpl;QueryForTravel
ts-ticketinfo-service;ticketinfo.service.TicketInfoServiceImpl;ResultForTravel
ts-train-service;train.controller.TrainController;Information
ts-train-service;train.controller.TrainController;Information2
ts-train-service;train.controller.TrainController;TrainType
ts-train-service;train.init.InitData;Information
ts-train-service;train.repository.TrainTypeRepository;TrainType
ts-train-service;train.service.TrainService;Information
ts-train-service;train.service.TrainService;Information2
ts-train-service;train.service.TrainService;TrainType
ts-train-service;train.service.TrainServiceImpl;Information
ts-train-service;train.service.TrainServiceImpl;Information2
ts-train-service;train.service.TrainServiceImpl;TrainType
ts-travel-plan-service;travelplan.controller.TravelPlanController;QueryInfo
ts-travel-plan-service;travelplan.controller.TravelPlanController;TransferTravelSearchInfo
ts-travel-plan-service;travelplan.controller.TravelPlanController;TransferTravelSearchResult
ts-travel-plan-service;travelplan.controller.TravelPlanController;TravelAdvanceResult
ts-travel-plan-service;travelplan.domain.GetTripAllDetailResult;Trip
ts-travel-plan-service;travelplan.domain.GetTripAllDetailResult;TripResponse
ts-travel-plan-service;travelplan.domain.RoutePlanResults;RoutePlanResultUnit
ts-travel-plan-service;travelplan.domain.TransferTravelSearchResult;TripResponse
ts-travel-plan-service;travelplan.domain.TravelAdvanceResult;TravelAdvanceResultUnit
ts-travel-plan-service;travelplan.domain.Trip;TripId
ts-travel-plan-service;travelplan.domain.TripId;TrainTypeEnum
ts-travel-plan-service;travelplan.domain.TripResponse;TripId
ts-travel-plan-service;travelplan.service.TravelPlanService;QueryInfo
ts-travel-plan-service;travelplan.service.TravelPlanService;TransferTravelSearchInfo
ts-travel-plan-service;travelplan.service.TravelPlanService;TransferTravelSearchResult
ts-travel-plan-service;travelplan.service.TravelPlanService;TravelAdvanceResult
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;GetRoutePlanInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;QueryByStationIdForName
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;QueryForStationId
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;QueryInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanResultUnit
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;RoutePlanResults
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;SeatClass
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;SeatRequest
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TransferTravelSearchInfo
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TransferTravelSearchResult
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TravelAdvanceResult
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TravelAdvanceResultUnit
ts-travel-plan-service;travelplan.service.TravelPlanServiceImpl;TripResponse
ts-travel-service;travel.controller.TravelController;AdminFindAllResult
ts-travel-service;travel.controller.TravelController;GetRouteResult
ts-travel-service;travel.controller.TravelController;GetTrainTypeResult
ts-travel-service;travel.controller.TravelController;GetTripAllDetailInfo
ts-travel-service;travel.controller.TravelController;GetTripAllDetailResult
ts-travel-service;travel.controller.TravelController;GetTripsByRouteIdInfo
ts-travel-service;travel.controller.TravelController;GetTripsByRouteIdResult
ts-travel-service;travel.controller.TravelController;Information
ts-travel-service;travel.controller.TravelController;Information2
ts-travel-service;travel.controller.TravelController;QueryInfo
ts-travel-service;travel.controller.TravelController;QueryTripResponsePackage
ts-travel-service;travel.controller.TravelController;Trip
ts-travel-service;travel.controller.TravelController;TripResponse
ts-travel-service;travel.domain.AdminFindAllResult;AdminTrip
ts-travel-service;travel.domain.AdminTrip;Route
ts-travel-service;travel.domain.AdminTrip;TrainType
ts-travel-service;travel.domain.AdminTrip;Trip
ts-travel-service;travel.domain.GetRouteResult;Route
ts-travel-service;travel.domain.GetTrainTypeResult;TrainType
ts-travel-service;travel.domain.GetTripAllDetailResult;Trip
ts-travel-service;travel.domain.GetTripAllDetailResult;TripResponse
ts-travel-service;travel.domain.GetTripsByRouteIdResult;Trip
ts-travel-service;travel.domain.QueryForTravel;Trip
ts-travel-service;travel.domain.QueryTripResponsePackage;TripResponse
ts-travel-service;travel.domain.ResultForTravel;TrainType
ts-travel-service;travel.domain.Trip;TripId
ts-travel-service;travel.domain.TripId;Type
ts-travel-service;travel.domain.TripResponse;TripId
ts-travel-service;travel.init.InitData;Information
ts-travel-service;travel.repository.TripRepository;Trip
ts-travel-service;travel.repository.TripRepository;TripId
ts-travel-service;travel.service.TravelService;AdminFindAllResult
ts-travel-service;travel.service.TravelService;GetRouteResult
ts-travel-service;travel.service.TravelService;GetTrainTypeResult
ts-travel-service;travel.service.TravelService;GetTripAllDetailInfo
ts-travel-service;travel.service.TravelService;GetTripAllDetailResult
ts-travel-service;travel.service.TravelService;GetTripsByRouteIdInfo
ts-travel-service;travel.service.TravelService;GetTripsByRouteIdResult
ts-travel-service;travel.service.TravelService;Information
ts-travel-service;travel.service.TravelService;Information2
ts-travel-service;travel.service.TravelService;QueryInfo
ts-travel-service;travel.service.TravelService;Trip
ts-travel-service;travel.service.TravelService;TripResponse
ts-travel-service;travel.service.TravelServiceImpl;AdminFindAllResult
ts-travel-service;travel.service.TravelServiceImpl;AdminTrip
ts-travel-service;travel.service.TravelServiceImpl;GetRouteResult
ts-travel-service;travel.service.TravelServiceImpl;GetTrainTypeInformation
ts-travel-service;travel.service.TravelServiceImpl;GetTrainTypeResult
ts-travel-service;travel.service.TravelServiceImpl;GetTripAllDetailInfo
ts-travel-service;travel.service.TravelServiceImpl;GetTripAllDetailResult
ts-travel-service;travel.service.TravelServiceImpl;GetTripsByRouteIdInfo
ts-travel-service;travel.service.TravelServiceImpl;GetTripsByRouteIdResult
ts-travel-service;travel.service.TravelServiceImpl;Information
ts-travel-service;travel.service.TravelServiceImpl;Information2
ts-travel-service;travel.service.TravelServiceImpl;QueryForStationId
ts-travel-service;travel.service.TravelServiceImpl;QueryForTravel
ts-travel-service;travel.service.TravelServiceImpl;QueryInfo
ts-travel-service;travel.service.TravelServiceImpl;QuerySoldTicket
ts-travel-service;travel.service.TravelServiceImpl;ResultForTravel
ts-travel-service;travel.service.TravelServiceImpl;ResultSoldTicket
ts-travel-service;travel.service.TravelServiceImpl;Route
ts-travel-service;travel.service.TravelServiceImpl;SeatClass
ts-travel-service;travel.service.TravelServiceImpl;SeatRequest
ts-travel-service;travel.service.TravelServiceImpl;TrainType
ts-travel-service;travel.service.TravelServiceImpl;Trip
ts-travel-service;travel.service.TravelServiceImpl;TripId
ts-travel-service;travel.service.TravelServiceImpl;TripResponse
ts-travel2-service;travel2.controller.Travel2Controller;AdminFindAllResult
ts-travel2-service;travel2.controller.Travel2Controller;GetRouteResult
ts-travel2-service;travel2.controller.Travel2Controller;GetTrainTypeResult
ts-travel2-service;travel2.controller.Travel2Controller;GetTripAllDetailInfo
ts-travel2-service;travel2.controller.Travel2Controller;GetTripAllDetailResult
ts-travel2-service;travel2.controller.Travel2Controller;GetTripsByRouteIdInfo
ts-travel2-service;travel2.controller.Travel2Controller;GetTripsByRouteIdResult
ts-travel2-service;travel2.controller.Travel2Controller;Information
ts-travel2-service;travel2.controller.Travel2Controller;Information2
ts-travel2-service;travel2.controller.Travel2Controller;QueryInfo
ts-travel2-service;travel2.controller.Travel2Controller;QueryTripResponsePackage
ts-travel2-service;travel2.controller.Travel2Controller;Trip
ts-travel2-service;travel2.controller.Travel2Controller;TripResponse
ts-travel2-service;travel2.domain.AdminFindAllResult;AdminTrip
ts-travel2-service;travel2.domain.AdminTrip;Route
ts-travel2-service;travel2.domain.AdminTrip;TrainType
ts-travel2-service;travel2.domain.AdminTrip;Trip
ts-travel2-service;travel2.domain.GetRouteResult;Route
ts-travel2-service;travel2.domain.GetTrainTypeResult;TrainType
ts-travel2-service;travel2.domain.GetTripAllDetailResult;Trip
ts-travel2-service;travel2.domain.GetTripAllDetailResult;TripResponse
ts-travel2-service;travel2.domain.GetTripsByRouteIdResult;Trip
ts-travel2-service;travel2.domain.QueryForTravel;Trip
ts-travel2-service;travel2.domain.QueryTripResponsePackage;TripResponse
ts-travel2-service;travel2.domain.ResultForTravel;TrainType
ts-travel2-service;travel2.domain.Trip;TripId
ts-travel2-service;travel2.domain.TripId;Type
ts-travel2-service;travel2.domain.TripResponse;TripId
ts-travel2-service;travel2.init.InitData;Information
ts-travel2-service;travel2.repository.TripRepository;Trip
ts-travel2-service;travel2.repository.TripRepository;TripId
ts-travel2-service;travel2.service.Travel2Service;AdminFindAllResult
ts-travel2-service;travel2.service.Travel2Service;GetRouteResult
ts-travel2-service;travel2.service.Travel2Service;GetTrainTypeResult
ts-travel2-service;travel2.service.Travel2Service;GetTripAllDetailInfo
ts-travel2-service;travel2.service.Travel2Service;GetTripAllDetailResult
ts-travel2-service;travel2.service.Travel2Service;GetTripsByRouteIdInfo
ts-travel2-service;travel2.service.Travel2Service;GetTripsByRouteIdResult
ts-travel2-service;travel2.service.Travel2Service;Information
ts-travel2-service;travel2.service.Travel2Service;Information2
ts-travel2-service;travel2.service.Travel2Service;QueryInfo
ts-travel2-service;travel2.service.Travel2Service;Trip
ts-travel2-service;travel2.service.Travel2Service;TripResponse
ts-travel2-service;travel2.service.Travel2ServiceImpl;AdminFindAllResult
ts-travel2-service;travel2.service.Travel2ServiceImpl;AdminTrip
ts-travel2-service;travel2.service.Travel2ServiceImpl;GetRouteResult
ts-travel2-service;travel2.service.Travel2ServiceImpl;GetTrainTypeInformation
ts-travel2-service;travel2.service.Travel2ServiceImpl;GetTrainTypeResult
ts-travel2-service;travel2.service.Travel2ServiceImpl;GetTripAllDetailInfo
ts-travel2-service;travel2.service.Travel2ServiceImpl;GetTripAllDetailResult
ts-travel2-service;travel2.service.Travel2ServiceImpl;GetTripsByRouteIdInfo
ts-travel2-service;travel2.service.Travel2ServiceImpl;GetTripsByRouteIdResult
ts-travel2-service;travel2.service.Travel2ServiceImpl;Information
ts-travel2-service;travel2.service.Travel2ServiceImpl;Information2
ts-travel2-service;travel2.service.Travel2ServiceImpl;QueryForStationId
ts-travel2-service;travel2.service.Travel2ServiceImpl;QueryForTravel
ts-travel2-service;travel2.service.Travel2ServiceImpl;QueryInfo
ts-travel2-service;travel2.service.Travel2ServiceImpl;QuerySoldTicket
ts-travel2-service;travel2.service.Travel2ServiceImpl;ResultForTravel
ts-travel2-service;travel2.service.Travel2ServiceImpl;ResultSoldTicket
ts-travel2-service;travel2.service.Travel2ServiceImpl;Route
ts-travel2-service;travel2.service.Travel2ServiceImpl;SeatClass
ts-travel2-service;travel2.service.Travel2ServiceImpl;SeatRequest
ts-travel2-service;travel2.service.Travel2ServiceImpl;TrainType
ts-travel2-service;travel2.service.Travel2ServiceImpl;Trip
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripId
ts-travel2-service;travel2.service.Travel2ServiceImpl;TripResponse
ts-verification-code-service;com.trainticket.verificationcode.repository.VerificationCodeRepository;VerificationCodeValue
ts-verification-code-service;com.trainticket.verificationcode.service.VerificationCodeServiceImpl;VerificationCodeValue
ts-voucher-service;python;Order
