ID,Users,Memory,CPU,CartReplicas,Metric,createOrder,basket,getCatalogue,getItem,getCart,login,getOrders,catalogue,home,tags,getCustomer,viewOrdersPage,cataloguePage,getRelated,addToCart,catalogueSize,getAddress,getCard,showDetails
45,150,8,0.5,2,SD (sec),0.054,0.002,0.253,0.249,0.209,0.265,0.067,0.002,0.002,0.248,0.155,0.002,0.251,0.253,0.008,0.245,0.159,0.161,0.002
45,150,8,0.5,2,Mix % (take failure into account),0.0131,0.013,0.1131,0.0957,0.2261,0.0262,0.0262,0.0304,0.1,0.0304,0.113,0.0262,0.0304,0.0434,0.013,0.0304,0.0131,0.013,0.0434
46,200,16,0.25,1,Avg (sec),0.05,0.002,0.41,0.406,0.356,0.513,0.05,0.002,0.002,0.408,0.2,0.002,0.408,0.407,0.003,0.405,0.19,0.191,0.002
46,200,16,0.25,1,SD (sec),0.203,0.002,0.491,0.49,0.895,0.747,0.201,0.002,0.002,0.49,0.395,0.003,0.49,0.49,0.008,0.489,0.387,0.389,0.002
46,200,16,0.25,1,Mix % (take failure into account),0.013,0.013,0.113,0.0955,0.2261,0.0258,0.0259,0.0306,0.1,0.0306,0.1131,0.0259,0.0306,0.0436,0.0129,0.0306,0.013,0.013,0.0436
47,200,16,0.5,1,Avg (sec),0.052,0.002,0.419,0.421,0.314,0.508,0.052,0.002,0.002,0.42,0.206,0.002,0.417,0.423,0.003,0.431,0.199,0.213,0.002
47,200,16,0.5,1,SD (sec),0.208,0.003,0.492,0.492,0.461,0.611,0.207,0.002,0.002,0.492,0.4,0.002,0.492,0.493,0.008,0.494,0.395,0.405,0.002
47,200,16,0.5,1,Mix % (take failure into account),0.0129,0.0129,0.1133,0.0953,0.2263,0.0261,0.0261,0.0305,0.1004,0.0305,0.113,0.0261,0.0305,0.0434,0.0129,0.0305,0.0129,0.0129,0.0434
48,300,8,0.25,4,Avg (sec),0.05,0.002,0.004,0.005,17.508,11.927,0.025,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
48,300,8,0.25,4,SD (sec),0.765,0.002,0.002,0.008,21.223,16.609,0.521,0.001,0.001,0.008,0.007,0.002,0.002,0.008,0.008,0.008,0.007,0.007,0.002
48,300,8,0.25,4,Mix % (take failure into account),0.0129,0.013,0.1136,0.0954,0.2244,0.0258,0.0258,0.0308,0.1007,0.0308,0.1133,0.0258,0.0308,0.0438,0.0129,0.0308,0.0129,0.013,0.0436
49,50,16,0.5,4,Avg (sec),0.008,0.001,0.004,0.005,0.007,0.014,0.008,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
49,50,16,0.5,4,SD (sec),0.007,0.001,0.002,0.007,0.012,0.014,0.008,0.001,0.001,0.007,0.008,0.001,0.002,0.008,0.007,0.008,0.007,0.007,0.001
49,50,16,0.5,4,Mix % (take failure into account),0.0129,0.0129,0.113,0.0954,0.2261,0.0259,0.0259,0.0307,0.1001,0.0307,0.1131,0.0259,0.0307,0.0436,0.013,0.0307,0.0129,0.0129,0.0436
50,250,8,0.25,4,Avg (sec),0.007,0.002,0.004,0.005,5.064,3.719,0.007,0.002,0.002,0.005,0.005,0.002,0.004,0.005,0.003,0.006,0.005,0.005,0.002
50,250,8,0.25,4,SD (sec),0.007,0.002,0.003,0.008,6.716,5.466,0.008,0.002,0.002,0.008,0.008,0.002,0.003,0.008,0.007,0.008,0.007,0.008,0.002
50,250,8,0.25,4,Mix % (take failure into account),0.0135,0.0134,0.1126,0.0965,0.2252,0.0259,0.0261,0.0302,0.0993,0.0302,0.1132,0.0261,0.0302,0.0437,0.0133,0.0302,0.0134,0.0135,0.0435
51,250,8,0.5,2,Avg (sec),0.065,0.002,0.43,0.426,0.325,0.523,0.062,0.002,0.002,0.427,0.206,0.002,0.424,0.424,0.003,0.425,0.209,0.204,0.002
51,250,8,0.5,2,SD (sec),0.295,0.005,0.494,0.493,0.5,0.63,0.286,0.005,0.004,0.494,0.4,0.004,0.493,0.493,0.007,0.493,0.402,0.399,0.004
51,250,8,0.5,2,Mix % (take failure into account),0.0129,0.0129,0.1134,0.0954,0.2263,0.0264,0.0264,0.0303,0.1005,0.0303,0.1129,0.0264,0.0303,0.0433,0.0129,0.0303,0.0129,0.0129,0.0433
52,150,8,0.5,4,Avg (sec),0.012,0.002,0.06,0.062,0.044,0.068,0.011,0.002,0.002,0.06,0.027,0.002,0.058,0.061,0.003,0.059,0.025,0.024,0.002
52,150,8,0.5,4,SD (sec),0.07,0.002,0.231,0.232,0.19,0.243,0.062,0.002,0.002,0.228,0.146,0.002,0.225,0.23,0.008,0.226,0.14,0.134,0.002
52,150,8,0.5,4,Mix % (take failure into account),0.0132,0.0132,0.1129,0.0961,0.226,0.0263,0.0263,0.0302,0.0997,0.0302,0.1131,0.0263,0.0302,0.0434,0.0132,0.0302,0.0132,0.0132,0.0434
53,200,16,0.5,2,Avg (sec),0.055,0.002,0.424,0.426,0.315,0.512,0.053,0.002,0.002,0.421,0.204,0.002,0.425,0.423,0.003,0.419,0.198,0.198,0.002
53,200,16,0.5,2,SD (sec),0.214,0.002,0.493,0.493,0.461,0.612,0.207,0.002,0.002,0.493,0.399,0.002,0.493,0.493,0.007,0.492,0.394,0.394,0.002
53,200,16,0.5,2,Mix % (take failure into account),0.0131,0.0131,0.1129,0.0958,0.226,0.026,0.026,0.0304,0.0998,0.0304,0.1131,0.026,0.0304,0.0435,0.0131,0.0304,0.0131,0.0131,0.0436
54,300,16,0.5,4,Avg (sec),0.059,0.002,0.43,0.427,0.32,0.519,0.054,0.002,0.002,0.429,0.212,0.002,0.436,0.432,0.003,0.432,0.212,0.212,0.002
54,300,16,0.5,4,SD (sec),0.22,0.006,0.494,0.493,0.463,0.611,0.209,0.008,0.008,0.494,0.404,0.008,0.495,0.494,0.008,0.494,0.404,0.404,0.009
54,300,16,0.5,4,Mix % (take failure into account),0.0129,0.0129,0.1135,0.0954,0.2263,0.0264,0.0264,0.0304,0.1006,0.0303,0.1128,0.0264,0.0303,0.0432,0.0129,0.0304,0.0129,0.0129,0.0432
55,300,8,0.25,1,Avg (sec),0.008,0.002,0.004,0.005,29.866,22.104,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
55,300,8,0.25,1,SD (sec),0.007,0.002,0.002,0.007,14.973,14.691,0.008,0.001,0.001,0.008,0.008,0.002,0.002,0.008,0.008,0.007,0.008,0.008,0.001
55,300,8,0.25,1,Mix % (take failure into account),0.013,0.0134,0.1131,0.0965,0.223,0.0263,0.0262,0.03,0.0999,0.03,0.1138,0.0262,0.03,0.0444,0.0136,0.03,0.0132,0.0132,0.0441
56,50,16,0.25,1,Avg (sec),0.008,0.002,0.004,0.005,0.015,0.023,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.006,0.001
56,50,16,0.25,1,SD (sec),0.014,0.002,0.012,0.013,0.03,0.037,0.008,0.001,0.005,0.01,0.008,0.001,0.008,0.007,0.007,0.008,0.008,0.008,0.001
56,50,16,0.25,1,Mix % (take failure into account),0.0128,0.0128,0.1134,0.095,0.2264,0.0259,0.0259,0.0308,0.1006,0.0308,0.1129,0.0259,0.0307,0.0436,0.0128,0.0307,0.0128,0.0128,0.0435
57,200,8,0.25,4,Avg (sec),0.007,0.002,0.004,0.005,9.125,5.6,0.008,0.002,0.002,0.005,0.005,0.001,0.004,0.005,0.003,0.006,0.005,0.006,0.002
57,200,8,0.25,4,SD (sec),0.007,0.001,0.006,0.012,10.902,7.305,0.019,0.021,0.007,0.017,0.018,0.001,0.004,0.01,0.015,0.011,0.007,0.011,0.007
57,200,8,0.25,4,Mix % (take failure into account),0.0131,0.0131,0.113,0.0956,0.225,0.0256,0.0256,0.0308,0.0999,0.0308,0.1132,0.0256,0.0307,0.0441,0.0131,0.0308,0.0131,0.0131,0.0439
58,50,8,0.5,4,Avg (sec),0.008,0.001,0.004,0.005,0.009,0.015,0.007,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
58,50,8,0.5,4,SD (sec),0.008,0.001,0.002,0.008,0.015,0.015,0.007,0.001,0.001,0.007,0.007,0.001,0.001,0.007,0.008,0.008,0.008,0.007,0.001
58,50,8,0.5,4,Mix % (take failure into account),0.0131,0.0131,0.113,0.0958,0.226,0.0262,0.0263,0.0302,0.0999,0.0302,0.1131,0.0263,0.0302,0.0434,0.0131,0.0303,0.0131,0.0131,0.0434
59,100,16,0.5,4,Avg (sec),0.007,0.002,0.004,0.005,0.007,0.013,0.007,0.002,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.006,0.005,0.002
59,100,16,0.5,4,SD (sec),0.008,0.002,0.002,0.008,0.011,0.012,0.008,0.002,0.002,0.008,0.008,0.002,0.003,0.008,0.008,0.008,0.008,0.007,0.002
59,100,16,0.5,4,Mix % (take failure into account),0.0129,0.0129,0.1133,0.0952,0.2262,0.026,0.026,0.0306,0.1004,0.0307,0.113,0.026,0.0307,0.0435,0.0129,0.0307,0.0128,0.0128,0.0435
60,100,16,0.5,2,Avg (sec),0.007,0.002,0.004,0.005,0.007,0.013,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
60,100,16,0.5,2,SD (sec),0.008,0.002,0.002,0.008,0.012,0.012,0.008,0.002,0.002,0.008,0.008,0.002,0.002,0.008,0.007,0.008,0.007,0.008,0.002
60,100,16,0.5,2,Mix % (take failure into account),0.0128,0.0128,0.1134,0.0951,0.2264,0.026,0.026,0.0307,0.1006,0.0307,0.1129,0.026,0.0307,0.0435,0.0128,0.0307,0.0128,0.0128,0.0435
61,100,16,0.25,4,Avg (sec),0.007,0.002,0.004,0.005,0.008,0.016,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
61,100,16,0.25,4,SD (sec),0.007,0.001,0.002,0.008,0.015,0.021,0.008,0.001,0.002,0.008,0.007,0.001,0.002,0.008,0.007,0.008,0.008,0.008,0.001
61,100,16,0.25,4,Mix % (take failure into account),0.0131,0.0131,0.1129,0.0957,0.226,0.0259,0.0259,0.0305,0.0999,0.0305,0.1131,0.026,0.0305,0.0436,0.013,0.0305,0.0131,0.0131,0.0436
62,250,16,0.5,2,Avg (sec),0.053,0.002,0.426,0.426,0.317,0.52,0.056,0.002,0.002,0.424,0.206,0.002,0.43,0.427,0.003,0.428,0.212,0.209,0.002
62,250,16,0.5,2,SD (sec),0.208,0.005,0.493,0.493,0.462,0.612,0.216,0.003,0.003,0.493,0.4,0.004,0.494,0.494,0.008,0.494,0.404,0.402,0.004
62,250,16,0.5,2,Mix % (take failure into account),0.0129,0.0129,0.1133,0.0954,0.2263,0.0262,0.0262,0.0304,0.1004,0.0304,0.1129,0.0262,0.0304,0.0433,0.0129,0.0304,0.0129,0.0129,0.0434
63,250,16,0.25,2,Avg (sec),0.008,0.002,0.004,0.005,18.679,12.667,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.002,0.006,0.005,0.005,0.001
63,250,16,0.25,2,SD (sec),0.007,0.001,0.002,0.008,10.536,8.446,0.008,0.002,0.001,0.008,0.008,0.002,0.002,0.008,0.006,0.008,0.008,0.007,0.001
63,250,16,0.25,2,Mix % (take failure into account),0.0131,0.0134,0.1127,0.096,0.2242,0.0257,0.0257,0.0305,0.0995,0.0304,0.1134,0.0257,0.0304,0.0445,0.0135,0.0304,0.0133,0.0133,0.0442
64,300,8,0.5,1,Avg (sec),0.056,0.002,0.432,0.431,0.319,0.524,0.056,0.002,0.002,0.43,0.213,0.002,0.434,0.433,0.003,0.444,0.201,0.203,0.002
64,300,8,0.5,1,SD (sec),0.214,0.007,0.494,0.494,0.463,0.611,0.213,0.007,0.007,0.494,0.405,0.008,0.495,0.494,0.008,0.496,0.396,0.397,0.007
64,300,8,0.5,1,Mix % (take failure into account),0.013,0.013,0.113,0.0956,0.226,0.0259,0.026,0.0306,0.1,0.0306,0.1131,0.026,0.0306,0.0435,0.013,0.0306,0.013,0.013,0.0436
65,250,16,0.5,4,Avg (sec),0.061,0.002,0.428,0.437,0.316,0.517,0.049,0.002,0.002,0.424,0.208,0.002,0.427,0.432,0.003,0.432,0.211,0.217,0.002
65,250,16,0.5,4,SD (sec),0.224,0.003,0.494,0.495,0.462,0.609,0.2,0.004,0.004,0.493,0.401,0.004,0.494,0.494,0.008,0.494,0.404,0.408,0.004
65,250,16,0.5,4,Mix % (take failure into account),0.013,0.0131,0.1128,0.0956,0.226,0.0258,0.0258,0.0306,0.0998,0.0306,0.1132,0.0258,0.0306,0.0437,0.0131,0.0306,0.0131,0.0131,0.0437
66,50,16,0.5,2,Avg (sec),0.007,0.001,0.004,0.005,0.008,0.015,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
66,50,16,0.5,2,SD (sec),0.007,0.001,0.002,0.008,0.014,0.015,0.008,0.001,0.001,0.007,0.007,0.001,0.002,0.008,0.007,0.008,0.007,0.007,0.001
66,50,16,0.5,2,Mix % (take failure into account),0.0131,0.0131,0.1132,0.096,0.2261,0.0266,0.0266,0.0301,0.1001,0.03,0.1128,0.0266,0.03,0.0431,0.0131,0.0301,0.0131,0.0131,0.0431
67,150,8,0.25,1,Avg (sec),0.008,0.002,0.004,0.005,2.864,1.926,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.006,0.005,0.002
67,150,8,0.25,1,SD (sec),0.008,0.002,0.002,0.007,2.509,1.955,0.008,0.002,0.002,0.007,0.007,0.002,0.002,0.007,0.007,0.008,0.008,0.008,0.002
67,150,8,0.25,1,Mix % (take failure into account),0.0131,0.0131,0.1131,0.0958,0.2258,0.0262,0.0263,0.0303,0.0999,0.0302,0.1131,0.0264,0.0302,0.0435,0.0131,0.0303,0.0131,0.0131,0.0434
68,200,16,0.25,4,Avg (sec),0.05,0.002,0.416,0.415,0.318,0.512,0.051,0.002,0.002,0.403,0.204,0.002,0.414,0.409,0.003,0.413,0.209,0.195,0.002
68,200,16,0.25,4,SD (sec),0.203,0.002,0.492,0.491,0.458,0.602,0.205,0.003,0.002,0.489,0.399,0.003,0.491,0.49,0.007,0.491,0.402,0.392,0.002
68,200,16,0.25,4,Mix % (take failure into account),0.0131,0.0131,0.1131,0.0959,0.2259,0.0263,0.0263,0.0303,0.1,0.0303,0.113,0.0263,0.0302,0.0433,0.0131,0.0303,0.0131,0.0132,0.0433
69,100,8,0.25,2,Avg (sec),0.035,0.002,0.004,0.005,0.149,0.084,0.025,0.002,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
69,100,8,0.25,2,SD (sec),0.668,0.002,0.002,0.008,0.839,0.546,0.521,0.002,0.002,0.008,0.008,0.002,0.002,0.007,0.007,0.008,0.008,0.008,0.001
69,100,8,0.25,2,Mix % (take failure into account),0.0132,0.0131,0.1129,0.0958,0.2259,0.0261,0.0261,0.0304,0.0997,0.0304,0.1131,0.0261,0.0304,0.0435,0.0131,0.0304,0.0132,0.0132,0.0435
70,50,8,0.25,2,Avg (sec),0.008,0.001,0.004,0.005,0.018,0.03,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.006,0.005,0.005,0.001
70,50,8,0.25,2,SD (sec),0.008,0.001,0.002,0.007,0.027,0.035,0.008,0.001,0.001,0.007,0.007,0.001,0.002,0.008,0.007,0.009,0.008,0.008,0.001
70,50,8,0.25,2,Mix % (take failure into account),0.0132,0.0132,0.1129,0.0961,0.2259,0.0262,0.0262,0.0302,0.0995,0.0302,0.1131,0.0262,0.0302,0.0434,0.0132,0.0302,0.0132,0.0132,0.0434
71,50,16,0.25,4,Avg (sec),0.008,0.001,0.004,0.005,0.009,0.021,0.008,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
71,50,16,0.25,4,SD (sec),0.008,0.001,0.002,0.008,0.016,0.025,0.007,0.001,0.001,0.007,0.008,0.001,0.001,0.007,0.008,0.008,0.007,0.007,0.001
71,50,16,0.25,4,Mix % (take failure into account),0.0128,0.0128,0.1137,0.0952,0.2265,0.0266,0.0266,0.0303,0.1009,0.0303,0.1127,0.0267,0.0303,0.043,0.0128,0.0303,0.0128,0.0128,0.043
72,150,16,0.25,4,Avg (sec),0.015,0.002,0.063,0.069,0.052,0.081,0.013,0.002,0.002,0.067,0.028,0.002,0.068,0.071,0.003,0.068,0.03,0.028,0.002
72,150,16,0.25,4,SD (sec),0.089,0.002,0.235,0.244,0.202,0.256,0.078,0.002,0.002,0.242,0.15,0.002,0.245,0.247,0.008,0.243,0.156,0.149,0.002
72,150,16,0.25,4,Mix % (take failure into account),0.013,0.013,0.1133,0.0957,0.2262,0.0264,0.0264,0.0302,0.1003,0.0302,0.1129,0.0264,0.0302,0.0432,0.013,0.0302,0.013,0.013,0.0432
73,150,16,0.5,4,Avg (sec),0.013,0.002,0.067,0.067,0.047,0.068,0.014,0.002,0.002,0.071,0.029,0.002,0.069,0.071,0.003,0.066,0.031,0.028,0.002
73,150,16,0.5,4,SD (sec),0.081,0.002,0.244,0.241,0.198,0.244,0.083,0.003,0.002,0.248,0.153,0.002,0.246,0.248,0.007,0.238,0.159,0.15,0.002
73,150,16,0.5,4,Mix % (take failure into account),0.013,0.013,0.1133,0.0956,0.2262,0.0264,0.0263,0.0303,0.1002,0.0303,0.1129,0.0263,0.0303,0.0433,0.013,0.0303,0.013,0.013,0.0433
