ID,Users,Memory,CPU,CartReplicas,Metric,createOrder,basket,getCatalogue,getItem,getCart,login,getOrders,catalogue,home,tags,getCustomer,viewOrdersPage,cataloguePage,getRelated,addToCart,catalogueSize,getAddress,getCard,showDetails
10,250,0.5,0.25,1,Avg (sec),0.055,0.002,0.419,0.424,0.317,0.511,0.059,0.002,0.002,0.426,0.204,0.002,0.424,0.419,0.003,0.425,0.202,0.207,0.002
10,250,0.5,0.25,1,SD (sec),0.213,0.004,0.492,0.493,0.46,0.613,0.221,0.005,0.004,0.493,0.398,0.005,0.493,0.492,0.007,0.493,0.397,0.401,0.004
10,250,0.5,0.25,1,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
11,200,1,0.5,1,Avg (sec),0.055,0.002,0.424,0.425,0.318,0.507,0.052,0.002,0.002,0.419,0.205,0.002,0.419,0.422,0.003,0.436,0.203,0.205,0.002
11,200,1,0.5,1,SD (sec),0.212,0.002,0.493,0.493,0.463,0.612,0.205,0.003,0.003,0.492,0.399,0.003,0.492,0.493,0.007,0.495,0.397,0.4,0.003
11,200,1,0.5,1,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
12,2,4,1,1,Avg (sec),0.012,0.002,0.005,0.006,0.012,0.024,0.012,0.002,0.002,0.006,0.005,0.002,0.005,0.007,0.004,0.006,0.008,0.007,0.002
12,2,4,1,1,SD (sec),0.006,0.001,0.001,0.007,0.018,0.022,0.006,0,0.001,0.008,0.006,0,0.001,0.008,0.008,0.007,0.01,0.008,0.001
12,2,4,1,1,Mix % (take failure into account),0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126,0.0126
13,150,1,0.5,2,Avg (sec),0.01,0.002,0.061,0.061,0.045,0.072,0.013,0.002,0.002,0.059,0.025,0.002,0.061,0.063,0.003,0.061,0.027,0.026,0.002
13,150,1,0.5,2,SD (sec),0.055,0.003,0.232,0.229,0.189,0.246,0.072,0.002,0.002,0.226,0.137,0.003,0.23,0.232,0.007,0.229,0.146,0.143,0.002
13,150,1,0.5,2,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
14,300,0.5,0.25,1,Avg (sec),0.054,0.003,0.426,0.426,0.323,0.529,0.056,0.003,0.003,0.428,0.207,0.002,0.428,0.428,0.003,0.426,0.21,0.209,0.003
14,300,0.5,0.25,1,SD (sec),0.209,0.007,0.493,0.493,0.462,0.611,0.212,0.008,0.007,0.493,0.4,0.007,0.493,0.493,0.008,0.493,0.402,0.401,0.007
14,300,0.5,0.25,1,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
15,150,1,0.5,4,Avg (sec),0.011,0.002,0.069,0.073,0.054,0.085,0.011,0.002,0.002,0.069,0.03,0.002,0.069,0.072,0.003,0.077,0.026,0.028,0.002
15,150,1,0.5,4,SD (sec),0.059,0.003,0.247,0.25,0.206,0.272,0.062,0.003,0.003,0.245,0.155,0.002,0.246,0.248,0.007,0.258,0.142,0.149,0.003
15,150,1,0.5,4,Mix % (take failure into account),0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132
16,200,1,0.5,2,Avg (sec),0.056,0.002,0.426,0.426,0.314,0.527,0.059,0.002,0.002,0.424,0.208,0.002,0.424,0.423,0.003,0.42,0.199,0.212,0.002
16,200,1,0.5,2,SD (sec),0.214,0.003,0.493,0.493,0.461,0.617,0.22,0.004,0.004,0.493,0.402,0.004,0.493,0.493,0.007,0.492,0.395,0.404,0.003
16,200,1,0.5,2,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
17,100,1,0.5,1,Avg (sec),0.008,0.002,0.004,0.005,0.008,0.013,0.008,0.002,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.006,0.006,0.005,0.002
17,100,1,0.5,1,SD (sec),0.008,0.002,0.003,0.008,0.013,0.013,0.008,0.002,0.002,0.008,0.008,0.002,0.003,0.008,0.007,0.008,0.008,0.008,0.002
17,100,1,0.5,1,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
18,100,0.5,0.25,1,Avg (sec),0.007,0.002,0.004,0.005,0.008,0.016,0.007,0.002,0.002,0.005,0.005,0.002,0.004,0.005,0.003,0.005,0.005,0.005,0.002
18,100,0.5,0.25,1,SD (sec),0.008,0.002,0.003,0.008,0.014,0.018,0.008,0.003,0.002,0.008,0.008,0.003,0.003,0.008,0.007,0.008,0.008,0.008,0.002
18,100,0.5,0.25,1,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
19,200,0.5,0.5,1,Avg (sec),0.052,0.002,0.422,0.423,0.314,0.501,0.056,0.002,0.002,0.423,0.207,0.002,0.425,0.423,0.003,0.422,0.209,0.213,0.002
19,200,0.5,0.5,1,SD (sec),0.207,0.014,0.493,0.493,0.461,0.61,0.215,0.01,0.017,0.493,0.401,0.018,0.494,0.493,0.022,0.493,0.402,0.406,0.008
19,200,0.5,0.5,1,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
20,250,1,0.5,1,Avg (sec),0.054,0.002,0.427,0.428,0.32,0.523,0.052,0.002,0.002,0.432,0.208,0.002,0.424,0.433,0.003,0.435,0.206,0.21,0.002
20,250,1,0.5,1,SD (sec),0.21,0.005,0.493,0.493,0.463,0.617,0.206,0.005,0.005,0.494,0.401,0.004,0.493,0.494,0.008,0.494,0.4,0.403,0.005
20,250,1,0.5,1,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
21,150,1,0.25,1,Avg (sec),0.011,0.002,0.061,0.065,0.051,0.074,0.012,0.002,0.002,0.067,0.028,0.002,0.058,0.064,0.003,0.064,0.031,0.027,0.002
21,150,1,0.25,1,SD (sec),0.055,0.002,0.231,0.236,0.198,0.244,0.07,0.002,0.003,0.24,0.147,0.003,0.225,0.234,0.007,0.235,0.155,0.143,0.003
21,150,1,0.25,1,Mix % (take failure into account),0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128
22,100,1,0.5,4,Avg (sec),0.008,0.002,0.004,0.005,0.011,0.018,0.007,0.002,0.002,0.005,0.005,0.002,0.004,0.006,0.003,0.005,0.005,0.006,0.002
22,100,1,0.5,4,SD (sec),0.008,0.002,0.003,0.008,0.019,0.02,0.008,0.003,0.002,0.008,0.008,0.003,0.003,0.008,0.007,0.008,0.007,0.008,0.002
22,100,1,0.5,4,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
23,100,0.5,0.5,4,Avg (sec),0.008,0.002,0.004,0.005,0.011,0.018,0.008,0.002,0.002,0.005,0.005,0.002,0.004,0.005,0.003,0.006,0.006,0.005,0.002
23,100,0.5,0.5,4,SD (sec),0.008,0.002,0.003,0.008,0.019,0.019,0.008,0.003,0.002,0.008,0.008,0.002,0.003,0.008,0.007,0.008,0.008,0.007,0.002
23,100,0.5,0.5,4,Mix % (take failure into account),0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129
24,150,0.5,0.5,1,Avg (sec),0.012,0.002,0.065,0.067,0.048,0.075,0.014,0.002,0.002,0.07,0.028,0.002,0.066,0.068,0.003,0.063,0.032,0.026,0.002
24,150,0.5,0.5,1,SD (sec),0.071,0.003,0.239,0.24,0.198,0.26,0.078,0.002,0.002,0.245,0.149,0.002,0.241,0.242,0.007,0.233,0.159,0.141,0.002
24,150,0.5,0.5,1,Mix % (take failure into account),0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129
25,100,0.5,0.5,1,Avg (sec),0.007,0.002,0.004,0.005,0.007,0.014,0.008,0.002,0.002,0.005,0.005,0.002,0.004,0.005,0.003,0.006,0.006,0.006,0.002
25,100,0.5,0.5,1,SD (sec),0.008,0.003,0.003,0.009,0.011,0.013,0.009,0.002,0.003,0.008,0.008,0.003,0.003,0.008,0.007,0.008,0.008,0.009,0.002
25,100,0.5,0.5,1,Mix % (take failure into account),0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132
26,300,0.5,0.5,2,Avg (sec),0.055,0.003,0.429,0.437,0.321,0.531,0.056,0.003,0.003,0.429,0.21,0.003,0.431,0.437,0.003,0.427,0.212,0.208,0.003
26,300,0.5,0.5,2,SD (sec),0.211,0.008,0.494,0.495,0.464,0.615,0.213,0.008,0.008,0.494,0.402,0.009,0.494,0.495,0.009,0.493,0.404,0.401,0.008
26,300,0.5,0.5,2,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
27,200,0.5,0.5,4,Avg (sec),0.06,0.002,0.423,0.428,0.315,0.513,0.055,0.002,0.002,0.412,0.206,0.002,0.421,0.421,0.003,0.426,0.209,0.202,0.002
27,200,0.5,0.5,4,SD (sec),0.222,0.003,0.493,0.493,0.46,0.614,0.212,0.003,0.003,0.491,0.399,0.003,0.492,0.492,0.008,0.493,0.401,0.396,0.002
27,200,0.5,0.5,4,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
28,50,1,0.5,2,Avg (sec),0.008,0.002,0.004,0.005,0.011,0.017,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
28,50,1,0.5,2,SD (sec),0.007,0.001,0.003,0.008,0.019,0.019,0.008,0.001,0.001,0.008,0.008,0.001,0.002,0.008,0.007,0.007,0.008,0.007,0.001
28,50,1,0.5,2,Mix % (take failure into account),0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132,0.0132
29,300,1,0.5,1,Avg (sec),0.059,0.003,0.429,0.432,0.321,0.523,0.06,0.003,0.003,0.428,0.212,0.002,0.433,0.431,0.003,0.432,0.216,0.226,0.003
29,300,1,0.5,1,SD (sec),0.219,0.009,0.494,0.494,0.463,0.611,0.222,0.007,0.008,0.494,0.404,0.007,0.494,0.494,0.009,0.494,0.406,0.414,0.008
29,300,1,0.5,1,Mix % (take failure into account),0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133
30,150,1,0.5,1,Avg (sec),0.011,0.002,0.067,0.066,0.047,0.08,0.015,0.002,0.002,0.064,0.03,0.002,0.067,0.07,0.003,0.067,0.03,0.032,0.002
30,150,1,0.5,1,SD (sec),0.063,0.002,0.243,0.238,0.197,0.266,0.084,0.002,0.003,0.235,0.155,0.003,0.243,0.245,0.008,0.24,0.153,0.162,0.002
30,150,1,0.5,1,Mix % (take failure into account),0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129
31,100,1,0.5,2,Avg (sec),0.008,0.002,0.004,0.005,0.009,0.014,0.008,0.002,0.002,0.005,0.005,0.002,0.004,0.005,0.003,0.006,0.005,0.006,0.002
31,100,1,0.5,2,SD (sec),0.008,0.002,0.003,0.008,0.015,0.014,0.008,0.002,0.002,0.008,0.008,0.002,0.003,0.008,0.007,0.008,0.007,0.008,0.002
31,100,1,0.5,2,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
32,300,1,0.25,4,Avg (sec),0.053,0.003,0.429,0.435,0.321,0.521,0.056,0.003,0.003,0.426,0.212,0.003,0.435,0.436,0.003,0.427,0.214,0.217,0.003
32,300,1,0.25,4,SD (sec),0.206,0.009,0.494,0.494,0.463,0.618,0.212,0.008,0.007,0.493,0.403,0.008,0.495,0.495,0.009,0.493,0.405,0.407,0.008
32,300,1,0.25,4,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
33,100,1,0.25,4,Avg (sec),0.008,0.002,0.004,0.005,0.012,0.033,0.007,0.002,0.002,0.005,0.006,0.002,0.004,0.005,0.003,0.005,0.006,0.006,0.002
33,100,1,0.25,4,SD (sec),0.008,0.003,0.004,0.008,0.02,0.033,0.008,0.003,0.002,0.008,0.008,0.002,0.003,0.008,0.007,0.008,0.008,0.01,0.002
33,100,1,0.25,4,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
34,50,1,0.25,4,Avg (sec),0.007,0.001,0.004,0.005,0.015,0.049,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.006,0.005,0.005,0.001
34,50,1,0.25,4,SD (sec),0.007,0.002,0.002,0.008,0.024,0.034,0.008,0.002,0.001,0.008,0.008,0.003,0.002,0.007,0.007,0.009,0.007,0.008,0.001
34,50,1,0.25,4,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
35,50,1,0.25,2,Avg (sec),0.007,0.001,0.004,0.005,0.012,0.031,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
35,50,1,0.25,2,SD (sec),0.007,0.001,0.002,0.007,0.02,0.031,0.008,0.003,0.002,0.007,0.007,0.001,0.002,0.007,0.007,0.008,0.008,0.008,0.001
35,50,1,0.25,2,Mix % (take failure into account),0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133
36,200,1,0.25,1,Avg (sec),0.05,0.002,0.42,0.419,0.314,0.519,0.058,0.002,0.002,0.42,0.208,0.002,0.425,0.429,0.003,0.431,0.21,0.204,0.002
36,200,1,0.25,1,SD (sec),0.202,0.003,0.492,0.492,0.459,0.608,0.219,0.003,0.003,0.492,0.401,0.003,0.493,0.494,0.008,0.494,0.402,0.399,0.003
36,200,1,0.25,1,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
37,300,1,0.25,2,Avg (sec),0.054,0.003,0.433,0.435,0.324,0.525,0.06,0.003,0.003,0.432,0.212,0.003,0.438,0.434,0.003,0.433,0.21,0.213,0.003
37,300,1,0.25,2,SD (sec),0.208,0.008,0.494,0.495,0.464,0.607,0.221,0.007,0.008,0.494,0.403,0.008,0.495,0.494,0.008,0.494,0.402,0.404,0.008
37,300,1,0.25,2,Mix % (take failure into account),0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131
38,250,1,0.5,4,Avg (sec),0.055,0.002,0.429,0.43,0.322,0.518,0.059,0.002,0.002,0.436,0.211,0.002,0.431,0.43,0.003,0.432,0.204,0.207,0.002
38,250,1,0.5,4,SD (sec),0.211,0.004,0.494,0.494,0.463,0.614,0.219,0.005,0.005,0.495,0.403,0.005,0.494,0.494,0.008,0.494,0.398,0.4,0.004
38,250,1,0.5,4,Mix % (take failure into account),0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129,0.0129
39,50,0.5,0.25,1,Avg (sec),0.008,0.001,0.004,0.005,0.01,0.022,0.008,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.006,0.005,0.005,0.001
39,50,0.5,0.25,1,SD (sec),0.009,0.001,0.002,0.008,0.017,0.024,0.008,0.001,0.001,0.007,0.008,0.001,0.003,0.007,0.007,0.008,0.008,0.007,0.001
39,50,0.5,0.25,1,Mix % (take failure into account),0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128,0.0128
40,250,1,0.5,2,Avg (sec),0.231,0.124,0.582,0.583,0.472,0.769,0.224,0.117,0.115,0.587,0.367,0.115,0.584,0.584,0.048,0.593,0.368,0.366,0.116
40,250,1,0.5,2,SD (sec),0.259,0.103,0.513,0.512,0.475,0.639,0.252,0.096,0.095,0.514,0.418,0.096,0.513,0.512,0.04,0.513,0.42,0.414,0.095
40,250,1,0.5,2,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
41,250,1,0.25,4,Avg (sec),0.056,0.002,0.428,0.431,0.323,0.529,0.053,0.002,0.002,0.422,0.208,0.002,0.426,0.43,0.003,0.435,0.211,0.215,0.002
41,250,1,0.25,4,SD (sec),0.215,0.006,0.494,0.494,0.463,0.621,0.207,0.005,0.005,0.493,0.401,0.005,0.493,0.494,0.008,0.494,0.403,0.406,0.004
41,250,1,0.25,4,Mix % (take failure into account),0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127
42,200,1,0.25,4,Avg (sec),0.053,0.002,0.424,0.417,0.318,0.516,0.054,0.002,0.002,0.426,0.208,0.002,0.424,0.424,0.003,0.423,0.213,0.22,0.002
42,200,1,0.25,4,SD (sec),0.207,0.002,0.493,0.492,0.462,0.605,0.21,0.004,0.003,0.493,0.402,0.003,0.493,0.493,0.008,0.493,0.405,0.41,0.004
42,200,1,0.25,4,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
43,200,0.5,0.25,1,Avg (sec),0.056,0.002,0.414,0.413,0.312,0.508,0.051,0.002,0.002,0.417,0.206,0.002,0.414,0.419,0.003,0.419,0.202,0.208,0.002
43,200,0.5,0.25,1,SD (sec),0.214,0.002,0.491,0.491,0.458,0.606,0.204,0.003,0.003,0.492,0.4,0.003,0.491,0.492,0.008,0.492,0.397,0.402,0.003
43,200,0.5,0.25,1,Mix % (take failure into account),0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133,0.0133
44,250,1,0.25,2,Avg (sec),0.058,0.003,0.425,0.432,0.321,0.527,0.053,0.002,0.002,0.427,0.207,0.002,0.425,0.431,0.003,0.434,0.208,0.214,0.002
44,250,1,0.25,2,SD (sec),0.218,0.006,0.493,0.494,0.463,0.614,0.207,0.005,0.004,0.493,0.4,0.006,0.493,0.494,0.008,0.494,0.401,0.406,0.005
44,250,1,0.25,2,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
45,150,1,0.25,4,Avg (sec),0.013,0.002,0.062,0.063,0.051,0.081,0.012,0.002,0.002,0.06,0.027,0.002,0.062,0.067,0.003,0.062,0.022,0.032,0.002
45,150,1,0.25,4,SD (sec),0.069,0.003,0.233,0.232,0.194,0.242,0.062,0.004,0.006,0.228,0.143,0.006,0.232,0.239,0.008,0.23,0.127,0.16,0.005
45,150,1,0.25,4,Mix % (take failure into account),0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
46,250,0.5,0.5,1,Avg (sec),0.052,0.003,0.429,0.431,0.318,0.54,0.054,0.003,0.003,0.435,0.21,0.003,0.431,0.433,0.004,0.437,0.207,0.2,0.003
