"Timestamp","User Count","Type","Name","Requests/s","Failures/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999%","100%","Total Request Count","Total Failure Count","Total Median Response Time","Total Average Response Time","Total Min Response Time","Total Max Response Time","Total Average Content Size"
"1600854627","1","GET","home",0.90,0.00,14,15,17,19,25,25,25,25,25,25,25,25,54,0,13,15,9,53,17368
"1600854627","1","POST","search_ticket",2.40,0.00,31,32,37,37,39,41,43,43,43,43,43,43,133,0,30,31,25,49,38
"1600854627","1","","Aggregated",3.30,0.00,30,32,32,37,38,41,43,43,43,43,43,43,187,0,29,26,9,53,5042
"1600854629","1","GET","home",0.90,0.00,12,15,17,19,25,25,25,25,25,25,25,25,56,0,13,15,9,53,17368
"1600854629","1","POST","search_ticket",2.40,0.00,30,32,37,37,39,41,43,43,43,43,43,43,137,0,30,31,25,49,38
"1600854629","1","","Aggregated",3.30,0.00,29,31,32,36,37,41,43,43,43,43,43,43,193,0,29,26,9,53,5066
"1600854631","1","GET","home",0.90,0.00,11,12,12,17,19,19,19,19,19,19,19,19,58,0,13,14,8,53,17368
"1600854631","1","POST","search_ticket",2.40,0.00,29,31,32,33,37,39,41,41,41,41,41,41,142,0,30,31,25,49,38
"1600854631","1","","Aggregated",3.30,0.00,29,29,31,31,36,39,41,41,41,41,41,41,200,0,29,26,8,53,5063
"1600854633","1","GET","home",0.90,0.00,12,12,17,19,22,22,22,22,22,22,22,22,59,0,13,15,8,53,17368
"1600854633","1","POST","search_ticket",2.30,0.00,30,31,33,35,37,39,41,41,41,41,41,41,147,0,30,31,25,49,38
"1600854633","1","","Aggregated",3.20,0.00,29,30,31,32,36,39,41,41,41,41,41,41,206,0,29,26,8,53,5001
"1600854635","1","GET","home",0.90,0.00,12,12,15,17,22,22,22,22,22,22,22,22,61,0,13,15,8,53,17368
"1600854635","1","POST","search_ticket",2.50,0.00,30,33,35,36,38,39,41,41,41,41,41,41,151,0,30,31,25,49,38
"1600854635","1","","Aggregated",3.40,0.00,29,31,33,33,37,39,41,41,41,41,41,41,212,0,29,26,8,53,5024
"1600854637","1","GET","home",0.90,0.00,11,12,12,15,22,22,22,22,22,22,22,22,63,0,13,14,8,53,17368
"1600854637","1","POST","search_ticket",2.30,0.00,30,32,33,33,35,36,38,38,38,38,38,38,155,0,30,31,25,49,38
"1600854637","1","","Aggregated",3.20,0.00,29,30,32,33,33,36,38,38,38,38,38,38,218,0,29,26,8,53,5046
"1600854639","1","GET","home",0.90,0.00,11,12,12,15,22,22,22,22,22,22,22,22,65,0,13,14,8,53,17368
"1600854639","1","POST","search_ticket",2.30,0.00,31,33,33,34,35,38,42,42,42,42,42,42,160,0,30,31,25,49,38
"1600854639","1","","Aggregated",3.20,0.00,29,32,33,33,34,38,42,42,42,42,42,42,225,0,29,26,8,53,5044
"1600854641","1","GET","home",0.90,0.00,12,13,14,15,22,22,22,22,22,22,22,22,67,0,13,14,8,53,17368
"1600854641","1","POST","search_ticket",2.20,0.00,32,33,34,35,38,38,42,42,42,42,42,42,166,0,30,31,25,49,38
"1600854641","1","","Aggregated",3.10,0.00,30,32,33,34,38,38,42,42,42,42,42,42,233,0,29,26,8,53,5021
"1600854643","1","GET","home",0.90,0.00,12,13,14,15,22,22,22,22,22,22,22,22,69,0,13,14,8,53,17368
"1600854643","1","POST","search_ticket",2.20,0.00,33,34,35,36,38,38,42,42,42,42,42,42,170,0,30,31,25,49,38
"1600854643","1","","Aggregated",3.10,0.00,30,33,34,35,38,38,42,42,42,42,42,42,239,0,29,26,8,53,5041
"1600854645","1","GET","home",0.90,0.00,12,13,13,14,22,22,22,22,22,22,22,22,70,0,13,14,8,53,17368
"1600854645","1","POST","search_ticket",2.10,0.00,32,34,35,35,38,38,42,42,42,42,42,42,173,0,30,31,25,49,38
"1600854645","1","","Aggregated",3.00,0.00,30,32,34,34,36,38,42,42,42,42,42,42,243,0,29,26,8,53,5030
"1600854647","1","GET","home",1.00,0.00,13,14,16,22,23,23,23,23,23,23,23,23,72,0,13,14,8,53,17368
"1600854647","1","POST","search_ticket",2.20,0.00,32,34,35,35,38,38,42,42,42,42,42,42,178,0,30,31,25,49,38
"1600854647","1","","Aggregated",3.20,0.00,30,32,34,34,36,38,42,42,42,42,42,42,250,0,29,26,8,53,5029
"1600854650","1","GET","home",0.90,0.00,16,22,23,23,25,25,25,25,25,25,25,25,74,0,13,15,8,53,17368
"1600854650","1","POST","search_ticket",2.20,0.00,32,35,35,35,35,36,38,38,38,38,38,38,185,0,31,31,25,49,38
"1600854650","1","","Aggregated",3.10,0.00,30,32,35,35,35,36,38,38,38,38,38,38,259,0,29,26,8,53,4989
"1600854652","1","GET","home",0.90,0.00,16,16,23,23,25,25,25,25,25,25,25,25,76,0,13,15,8,53,17368
"1600854652","1","POST","search_ticket",2.60,0.00,34,35,35,35,36,36,37,37,37,37,37,37,192,0,31,31,25,49,38
"1600854652","1","","Aggregated",3.50,0.00,32,34,35,35,35,36,37,37,37,37,37,37,268,0,29,26,8,53,4952
"1600854654","1","GET","home",0.90,0.00,16,16,17,23,25,25,25,25,25,25,25,25,78,0,13,15,8,53,17368
"1600854654","1","POST","search_ticket",2.60,0.00,32,34,35,35,35,36,37,37,37,37,37,37,196,0,31,31,25,49,38
"1600854654","1","","Aggregated",3.50,0.00,31,33,34,35,35,36,37,37,37,37,37,37,274,0,29,26,8,53,4971
"1600854656","1","GET","home",0.90,0.00,16,16,17,17,25,25,25,25,25,25,25,25,79,0,13,15,8,53,17368
"1600854656","1","POST","search_ticket",2.70,0.00,33,35,35,35,35,36,37,37,37,37,37,37,199,0,31,31,25,49,38
"1600854656","1","","Aggregated",3.60,0.00,31,34,35,35,35,36,37,37,37,37,37,37,278,0,29,26,8,53,4962
"1600854658","1","GET","home",0.80,0.00,15,16,17,17,25,25,25,25,25,25,25,25,81,0,13,14,8,53,17368
"1600854658","1","POST","search_ticket",2.60,0.00,31,34,35,35,36,36,37,37,37,37,37,37,204,0,31,31,25,49,38
"1600854658","1","","Aggregated",3.40,0.00,30,33,34,35,36,36,37,37,37,37,37,37,285,0,29,26,8,53,4963
"1600854660","1","GET","home",0.90,0.00,14,15,16,16,17,17,17,17,17,17,17,17,83,0,13,14,8,53,17368
"1600854660","1","POST","search_ticket",2.60,0.00,31,33,35,35,36,37,37,37,37,37,37,37,208,0,31,31,25,49,38
"1600854660","1","","Aggregated",3.50,0.00,29,31,33,35,36,37,37,37,37,37,37,37,291,0,29,26,8,53,4980
"1600854662","1","GET","home",0.90,0.00,14,15,17,17,19,19,19,19,19,19,19,19,85,0,13,14,8,53,17368
"1600854662","1","POST","search_ticket",2.30,0.00,30,31,33,35,36,37,41,41,41,41,41,41,214,0,31,31,25,49,38
"1600854662","1","","Aggregated",3.20,0.00,28,30,31,33,36,37,41,41,41,41,41,41,299,0,29,26,8,53,4964
"1600854664","1","GET","home",0.90,0.00,13,14,15,19,24,24,24,24,24,24,24,24,87,0,13,14,8,53,17368
"1600854664","1","POST","search_ticket",2.50,0.00,30,32,34,36,37,41,44,44,44,44,44,44,218,0,31,31,25,49,38
"1600854664","1","","Aggregated",3.40,0.00,28,30,32,34,37,41,44,44,44,44,44,44,305,0,29,26,8,53,4981
"1600854666","1","GET","home",0.90,0.00,13,14,15,19,24,24,24,24,24,24,24,24,89,0,13,14,8,53,17368
"1600854666","1","POST","search_ticket",2.30,0.00,30,32,34,34,37,41,44,44,44,44,44,44,222,0,31,31,25,49,38
"1600854666","1","","Aggregated",3.20,0.00,28,30,32,34,37,41,44,44,44,44,44,44,311,0,29,26,8,53,4997
"1600854668","0","GET","home",1.00,0.00,15,19,19,19,24,24,24,24,24,24,24,24,90,0,13,15,8,53,17368
"1600854668","0","POST","search_ticket",2.20,0.00,31,33,34,36,41,44,44,44,44,44,44,44,224,0,31,31,25,49,38
"1600854668","0","","Aggregated",3.20,0.00,29,31,33,34,37,41,44,44,44,44,44,44,314,0,29,26,8,53,5005
"1600854670","0","GET","home",1.00,0.00,15,15,19,19,24,24,24,24,24,24,24,24,90,0,13,15,8,53,17368
"1600854670","0","POST","search_ticket",2.20,0.00,31,32,34,34,34,44,44,44,44,44,44,44,224,0,31,31,25,49,38
"1600854670","0","","Aggregated",3.20,0.00,30,31,32,33,34,44,44,44,44,44,44,44,314,0,29,26,8,53,5005
"1600854672","0","GET","home",1.00,0.00,15,15,19,19,19,19,19,19,19,19,19,19,90,0,13,15,8,53,17368
"1600854672","0","POST","search_ticket",2.20,0.00,32,33,34,34,34,34,34,34,34,34,34,34,224,0,31,31,25,49,38
"1600854672","0","","Aggregated",3.20,0.00,30,31,33,33,34,34,34,34,34,34,34,34,314,0,29,26,8,53,5005
"1600854674","0","GET","home",1.00,0.00,15,15,19,19,19,19,19,19,19,19,19,19,90,0,13,15,8,53,17368
"1600854674","0","POST","search_ticket",2.20,0.00,30,31,31,33,33,33,33,33,33,33,33,33,224,0,31,31,25,49,38
"1600854674","0","","Aggregated",3.20,0.00,30,30,31,31,33,33,33,33,33,33,33,33,314,0,29,26,8,53,5005
"1600854676","0","GET","home",1.00,0.00,19,19,19,19,19,19,19,19,19,19,19,19,90,0,13,15,8,53,17368
"1600854676","0","POST","search_ticket",2.20,0.00,30,30,30,30,30,30,30,30,30,30,30,30,224,0,31,31,25,49,38
"1600854676","0","","Aggregated",3.20,0.00,28,28,30,30,30,30,30,30,30,30,30,30,314,0,29,26,8,53,5005
"1600854678","0","GET","home",1.00,0.00,19,19,19,19,19,19,19,19,19,19,19,19,90,0,13,15,8,53,17368
"1600854678","0","POST","search_ticket",2.20,0.00,30,30,30,30,30,30,30,30,30,30,30,30,224,0,31,31,25,49,38
"1600854678","0","","Aggregated",3.20,0.00,28,28,30,30,30,30,30,30,30,30,30,30,314,0,29,26,8,53,5005
"1600854680","0","GET","home",1.00,0.00,19,19,19,19,19,19,19,19,19,19,19,19,90,0,13,15,8,53,17368
"1600854680","0","POST","search_ticket",2.20,0.00,30,30,30,30,30,30,30,30,30,30,30,30,224,0,31,31,25,49,38
"1600854680","0","","Aggregated",3.20,0.00,28,28,30,30,30,30,30,30,30,30,30,30,314,0,29,26,8,53,5005
"1600854682","0","GET","home",1.00,0.00,19,19,19,19,19,19,19,19,19,19,19,19,90,0,13,15,8,53,17368
"1600854682","0","POST","search_ticket",2.20,0.00,30,30,30,30,30,30,30,30,30,30,30,30,224,0,31,31,25,49,38
"1600854682","0","","Aggregated",3.20,0.00,28,28,30,30,30,30,30,30,30,30,30,30,314,0,29,26,8,53,5005
"1600854684","0","GET","home",1.00,0.00,19,19,19,19,19,19,19,19,19,19,19,19,90,0,13,15,8,53,17368
"1600854684","0","POST","search_ticket",2.20,0.00,30,30,30,30,30,30,30,30,30,30,30,30,224,0,31,31,25,49,38
