ID,Users,Memory,CPU,CartReplicas,Metric,createOrder,basket,getCatalogue,getItem,getCart,login,getOrders,catalogue,home,tags,getCustomer,viewOrdersPage,cataloguePage,getRelated,addToCart,catalogueSize,getAddress,getCard,showDetails
4,50,0.5,0.25,4,SD (sec),0.009,0.001,0.002,0.007,0.143,0.13,0.008,0.003,0.002,0.008,0.008,0.001,0.002,0.007,0.008,0.007,0.008,0.007,0.001
4,50,0.5,0.25,4,Mix % (take failure into account),0.0131,0.013,0.1128,0.0956,0.226,0.0258,0.0258,0.0306,0.0998,0.0306,0.1132,0.0258,0.0306,0.0437,0.0131,0.0306,0.013,0.013,0.0438
5,250,0.5,0.5,1,Avg (sec),0.057,0.002,0.423,0.43,0.317,0.508,0.056,0.002,0.002,0.43,0.21,0.002,0.435,0.433,0.003,0.421,0.208,0.206,0.002
5,250,0.5,0.5,1,SD (sec),0.215,0.005,0.493,0.494,0.462,0.614,0.215,0.005,0.005,0.494,0.403,0.005,0.495,0.494,0.008,0.492,0.402,0.4,0.005
5,250,0.5,0.5,1,Mix % (take failure into account),0.0131,0.0132,0.1129,0.0959,0.226,0.0261,0.0262,0.0303,0.0998,0.0303,0.113,0.0262,0.0303,0.0435,0.0132,0.0303,0.0132,0.0132,0.0435
6,250,0.5,0.25,1,Avg (sec),0.223,0.118,0.561,0.559,0.55,0.889,0.219,0.112,0.111,0.558,0.348,0.112,0.553,0.557,0.045,0.557,0.351,0.342,0.111
6,250,0.5,0.25,1,SD (sec),0.253,0.097,0.509,0.51,0.656,1.061,0.244,0.09,0.089,0.509,0.409,0.09,0.509,0.512,0.037,0.512,0.412,0.405,0.09
6,250,0.5,0.25,1,Mix % (take failure into account),0.013,0.0131,0.1129,0.0957,0.2259,0.026,0.0259,0.0305,0.0999,0.0305,0.1131,0.0259,0.0305,0.0437,0.0132,0.0305,0.0131,0.0131,0.0436
7,200,0.5,0.25,2,Avg (sec),0.008,0.002,0.005,0.006,4.914,3.378,0.008,0.002,0.002,0.005,0.006,0.002,0.005,0.006,0.003,0.006,0.006,0.006,0.002
7,200,0.5,0.25,2,SD (sec),0.008,0.002,0.003,0.008,6.508,5.04,0.008,0.002,0.003,0.008,0.008,0.003,0.003,0.008,0.007,0.008,0.008,0.008,0.002
7,200,0.5,0.25,2,Mix % (take failure into account),0.0131,0.0131,0.1132,0.0957,0.2255,0.026,0.026,0.0305,0.1001,0.0305,0.1131,0.026,0.0304,0.0435,0.0131,0.0305,0.0131,0.0131,0.0434
8,200,1,0.5,4,Avg (sec),0.051,0.002,0.429,0.42,0.316,0.517,0.052,0.002,0.002,0.416,0.208,0.002,0.42,0.426,0.003,0.422,0.199,0.198,0.002
8,200,1,0.5,4,SD (sec),0.204,0.003,0.494,0.492,0.462,0.622,0.205,0.004,0.003,0.491,0.401,0.003,0.492,0.493,0.007,0.493,0.395,0.394,0.004
8,200,1,0.5,4,Mix % (take failure into account),0.0129,0.013,0.113,0.0954,0.2262,0.026,0.026,0.0306,0.1001,0.0306,0.1131,0.026,0.0306,0.0435,0.013,0.0306,0.0129,0.013,0.0436
9,200,1,0.5,2,Avg (sec),0.063,0.002,0.423,0.427,0.313,0.517,0.057,0.002,0.002,0.415,0.209,0.002,0.417,0.428,0.003,0.42,0.213,0.204,0.002
9,200,1,0.5,2,SD (sec),0.228,0.003,0.493,0.493,0.46,0.612,0.216,0.003,0.003,0.491,0.402,0.003,0.492,0.494,0.008,0.492,0.405,0.398,0.003
9,200,1,0.5,2,Mix % (take failure into account),0.0131,0.0132,0.1127,0.0958,0.2259,0.0259,0.0259,0.0305,0.0996,0.0305,0.1132,0.0259,0.0305,0.0437,0.0132,0.0305,0.0132,0.0132,0.0437
10,250,0.5,0.25,2,Avg (sec),0.142,0.086,0.134,0.134,17.148,10.066,0.145,0.083,0.083,0.127,0.133,0.083,0.134,0.135,0.034,0.136,0.131,0.134,0.083
10,250,0.5,0.25,2,SD (sec),0.118,0.076,0.114,0.113,20.92,13.517,0.118,0.072,0.071,0.108,0.112,0.071,0.114,0.115,0.029,0.115,0.112,0.111,0.072
10,250,0.5,0.25,2,Mix % (take failure into account),0.0133,0.0134,0.1127,0.0962,0.2242,0.0256,0.0258,0.0306,0.0994,0.0305,0.1134,0.0259,0.0305,0.0441,0.0133,0.0305,0.0134,0.0135,0.0438
11,100,0.5,0.5,2,Avg (sec),0.007,0.002,0.004,0.005,0.007,0.014,0.007,0.001,0.001,0.005,0.005,0.002,0.004,0.005,0.003,0.005,0.005,0.005,0.001
11,100,0.5,0.5,2,SD (sec),0.008,0.002,0.003,0.008,0.012,0.014,0.008,0.002,0.002,0.008,0.008,0.003,0.003,0.008,0.008,0.008,0.008,0.008,0.002
11,100,0.5,0.5,2,Mix % (take failure into account),0.0131,0.0131,0.1128,0.0956,0.226,0.0257,0.0257,0.0307,0.0997,0.0307,0.1132,0.0257,0.0307,0.0438,0.0131,0.0307,0.0131,0.0131,0.0438
12,50,0.5,0.5,1,Avg (sec),0.007,0.001,0.004,0.005,0.008,0.014,0.008,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
12,50,0.5,0.5,1,SD (sec),0.007,0.001,0.003,0.008,0.013,0.014,0.008,0.001,0.002,0.008,0.007,0.002,0.002,0.008,0.008,0.008,0.007,0.009,0.001
12,50,0.5,0.5,1,Mix % (take failure into account),0.0133,0.0132,0.1129,0.0962,0.2259,0.0263,0.0263,0.0301,0.0996,0.0301,0.113,0.0263,0.0301,0.0434,0.0133,0.0301,0.0133,0.0133,0.0434
13,300,1,0.5,1,Avg (sec),0.05,0.002,0.434,0.43,0.32,0.516,0.056,0.002,0.002,0.43,0.207,0.002,0.435,0.43,0.003,0.424,0.204,0.212,0.002
13,300,1,0.5,1,SD (sec),0.202,0.006,0.495,0.494,0.464,0.612,0.215,0.006,0.006,0.494,0.401,0.007,0.495,0.494,0.008,0.493,0.398,0.405,0.007
13,300,1,0.5,1,Mix % (take failure into account),0.0129,0.0129,0.1131,0.0954,0.2262,0.026,0.026,0.0306,0.1003,0.0306,0.113,0.026,0.0306,0.0435,0.0129,0.0306,0.0129,0.0129,0.0435
14,50,0.5,0.25,2,Avg (sec),0.008,0.002,0.004,0.005,0.019,0.03,0.007,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
14,50,0.5,0.25,2,SD (sec),0.008,0.003,0.002,0.007,0.033,0.037,0.008,0.002,0.001,0.007,0.007,0.001,0.002,0.008,0.008,0.007,0.008,0.008,0.002
14,50,0.5,0.25,2,Mix % (take failure into account),0.0129,0.0129,0.1131,0.0953,0.2262,0.0259,0.0259,0.0307,0.1002,0.0307,0.1129,0.0259,0.0307,0.0436,0.0129,0.0307,0.0129,0.0129,0.0435
15,300,0.5,0.25,4,Avg (sec),0.01,0.002,0.025,0.026,6.31,4.019,0.009,0.002,0.002,0.027,0.016,0.002,0.023,0.027,0.003,0.025,0.016,0.015,0.002
15,300,0.5,0.25,4,SD (sec),0.051,0.002,0.141,0.141,12.958,9.41,0.045,0.002,0.003,0.147,0.1,0.003,0.136,0.145,0.007,0.137,0.103,0.097,0.002
15,300,0.5,0.25,4,Mix % (take failure into account),0.0131,0.0132,0.1131,0.0959,0.2253,0.0264,0.0263,0.0303,0.1001,0.0302,0.113,0.0263,0.0302,0.0435,0.0132,0.0303,0.0132,0.0132,0.0434
16,150,0.5,0.25,2,Avg (sec),0.147,0.092,0.135,0.137,3.483,1.484,0.146,0.087,0.085,0.13,0.135,0.086,0.136,0.137,0.036,0.137,0.137,0.137,0.086
16,150,0.5,0.25,2,SD (sec),0.121,0.079,0.115,0.114,5.097,2.623,0.121,0.074,0.074,0.11,0.112,0.073,0.115,0.114,0.03,0.115,0.113,0.112,0.074
16,150,0.5,0.25,2,Mix % (take failure into account),0.0132,0.0132,0.113,0.096,0.2253,0.026,0.026,0.0304,0.0998,0.0304,0.1132,0.026,0.0304,0.0436,0.0131,0.0304,0.0132,0.0132,0.0435
17,100,1,0.5,2,Avg (sec),0.007,0.002,0.004,0.005,0.007,0.014,0.007,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.002
17,100,1,0.5,2,SD (sec),0.009,0.002,0.003,0.008,0.012,0.013,0.008,0.002,0.002,0.008,0.008,0.002,0.003,0.008,0.008,0.008,0.008,0.008,0.002
17,100,1,0.5,2,Mix % (take failure into account),0.013,0.0131,0.1131,0.0957,0.2261,0.0262,0.0262,0.0303,0.1,0.0303,0.113,0.0262,0.0304,0.0434,0.0131,0.0303,0.0131,0.0131,0.0434
18,150,0.5,0.5,1,Avg (sec),0.012,0.002,0.063,0.064,0.047,0.072,0.012,0.002,0.002,0.066,0.027,0.002,0.061,0.064,0.003,0.06,0.024,0.028,0.002
18,150,0.5,0.5,1,SD (sec),0.069,0.003,0.235,0.235,0.196,0.252,0.073,0.002,0.002,0.24,0.146,0.002,0.231,0.235,0.008,0.226,0.136,0.148,0.002
18,150,0.5,0.5,1,Mix % (take failure into account),0.013,0.013,0.113,0.0955,0.2261,0.026,0.026,0.0305,0.1,0.0305,0.1131,0.0259,0.0305,0.0435,0.013,0.0305,0.013,0.013,0.0436
19,100,1,0.5,1,Avg (sec),0.161,0.1,0.149,0.149,0.153,0.251,0.161,0.094,0.094,0.143,0.146,0.093,0.149,0.149,0.039,0.149,0.148,0.148,0.094
19,100,1,0.5,1,SD (sec),0.128,0.084,0.121,0.12,0.123,0.199,0.128,0.078,0.078,0.116,0.117,0.077,0.122,0.12,0.032,0.12,0.117,0.117,0.078
19,100,1,0.5,1,Mix % (take failure into account),0.013,0.013,0.1129,0.0955,0.2261,0.0257,0.0258,0.0307,0.0999,0.0307,0.1132,0.0258,0.0307,0.0437,0.013,0.0307,0.013,0.013,0.0437
20,100,1,0.25,2,Avg (sec),0.007,0.002,0.004,0.005,0.156,0.09,0.007,0.001,0.002,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.006,0.002
20,100,1,0.25,2,SD (sec),0.007,0.002,0.003,0.008,0.621,0.449,0.008,0.002,0.002,0.007,0.008,0.003,0.002,0.008,0.008,0.008,0.008,0.008,0.002
20,100,1,0.25,2,Mix % (take failure into account),0.0131,0.0131,0.1129,0.0959,0.2259,0.0261,0.0261,0.0304,0.0998,0.0304,0.1131,0.0261,0.0304,0.0434,0.0131,0.0304,0.0131,0.0131,0.0435
21,300,0.5,0.5,1,Avg (sec),0.057,0.002,0.432,0.434,0.319,0.518,0.057,0.002,0.002,0.435,0.208,0.002,0.429,0.427,0.003,0.432,0.214,0.215,0.002
21,300,0.5,0.5,1,SD (sec),0.217,0.007,0.494,0.495,0.463,0.61,0.217,0.006,0.007,0.495,0.401,0.008,0.494,0.493,0.008,0.494,0.405,0.407,0.006
21,300,0.5,0.5,1,Mix % (take failure into account),0.0131,0.0131,0.1129,0.0957,0.2261,0.0261,0.0261,0.0304,0.0999,0.0304,0.1131,0.0261,0.0304,0.0435,0.0131,0.0304,0.0131,0.0131,0.0435
22,200,0.5,0.5,4,Avg (sec),0.056,0.002,0.425,0.423,0.315,0.518,0.053,0.002,0.002,0.426,0.205,0.002,0.409,0.429,0.003,0.422,0.206,0.2,0.002
22,200,0.5,0.5,4,SD (sec),0.216,0.002,0.493,0.493,0.461,0.617,0.208,0.003,0.003,0.494,0.399,0.003,0.49,0.494,0.008,0.492,0.4,0.396,0.003
22,200,0.5,0.5,4,Mix % (take failure into account),0.0129,0.013,0.1132,0.0955,0.2262,0.0262,0.0262,0.0304,0.1003,0.0304,0.113,0.0262,0.0304,0.0434,0.013,0.0304,0.013,0.013,0.0434
23,250,1,0.5,1,Avg (sec),0.05,0.002,0.422,0.425,0.318,0.528,0.054,0.002,0.002,0.427,0.21,0.002,0.426,0.427,0.003,0.428,0.211,0.205,0.002
23,250,1,0.5,1,SD (sec),0.202,0.005,0.493,0.493,0.462,0.618,0.21,0.004,0.004,0.494,0.402,0.005,0.493,0.493,0.008,0.493,0.403,0.399,0.005
23,250,1,0.5,1,Mix % (take failure into account),0.013,0.0129,0.1134,0.0956,0.2262,0.0266,0.0266,0.0302,0.1005,0.0302,0.1128,0.0265,0.0302,0.0431,0.013,0.0302,0.0129,0.0129,0.0431
24,150,1,0.25,2,Avg (sec),0.008,0.002,0.004,0.005,5.003,1.965,0.008,0.001,0.001,0.004,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
24,150,1,0.25,2,SD (sec),0.009,0.002,0.003,0.008,6.276,3.003,0.008,0.002,0.002,0.008,0.007,0.001,0.003,0.008,0.007,0.008,0.006,0.007,0.002
24,150,1,0.25,2,Mix % (take failure into account),0.0131,0.013,0.1133,0.0957,0.2257,0.0261,0.0262,0.0304,0.1002,0.0304,0.113,0.0262,0.0304,0.0433,0.0129,0.0304,0.0131,0.0131,0.0433
25,300,1,0.25,1,Avg (sec),0.054,0.002,0.422,0.415,0.369,0.592,0.055,0.002,0.002,0.419,0.203,0.002,0.422,0.415,0.003,0.412,0.204,0.202,0.002
25,300,1,0.25,1,SD (sec),0.21,0.006,0.493,0.491,0.521,0.679,0.213,0.006,0.007,0.492,0.397,0.005,0.493,0.491,0.008,0.491,0.398,0.397,0.007
25,300,1,0.25,1,Mix % (take failure into account),0.013,0.0131,0.1131,0.0956,0.2261,0.0262,0.0262,0.0303,0.1001,0.0303,0.113,0.0262,0.0304,0.0435,0.0131,0.0304,0.013,0.013,0.0435
26,250,0.5,0.25,4,Avg (sec),0.008,0.002,0.004,0.005,5.073,2.658,0.008,0.002,0.002,0.005,0.006,0.002,0.004,0.006,0.003,0.006,0.005,0.005,0.002
26,250,0.5,0.25,4,SD (sec),0.008,0.003,0.003,0.008,10.024,5.835,0.008,0.002,0.002,0.008,0.008,0.003,0.003,0.008,0.008,0.008,0.007,0.008,0.002
26,250,0.5,0.25,4,Mix % (take failure into account),0.0128,0.0128,0.1135,0.0951,0.2257,0.0259,0.0259,0.0308,0.1008,0.0308,0.1131,0.0259,0.0307,0.0436,0.0128,0.0308,0.0128,0.0128,0.0436
27,150,1,0.5,1,Avg (sec),0.011,0.002,0.059,0.063,0.042,0.066,0.013,0.002,0.002,0.056,0.025,0.002,0.056,0.057,0.003,0.061,0.03,0.028,0.002
27,150,1,0.5,1,SD (sec),0.062,0.003,0.228,0.234,0.185,0.238,0.08,0.002,0.002,0.22,0.141,0.002,0.222,0.222,0.007,0.229,0.156,0.149,0.002
27,150,1,0.5,1,Mix % (take failure into account),0.0131,0.0131,0.1129,0.0957,0.226,0.0259,0.0259,0.0305,0.0998,0.0305,0.1131,0.0259,0.0305,0.0436,0.0131,0.0305,0.0131,0.0131,0.0436
28,50,1,0.25,1,Avg (sec),0.007,0.001,0.004,0.005,0.009,0.022,0.008,0.001,0.001,0.005,0.005,0.001,0.004,0.005,0.003,0.005,0.005,0.005,0.001
28,50,1,0.25,1,SD (sec),0.007,0.001,0.002,0.008,0.016,0.027,0.008,0.002,0.001,0.008,0.007,0.001,0.002,0.007,0.008,0.008,0.008,0.008,0.001
28,50,1,0.25,1,Mix % (take failure into account),0.013,0.0129,0.1133,0.0954,0.2262,0.0262,0.0262,0.0305,0.1004,0.0305,0.113,0.0262,0.0304,0.0434,0.0129,0.0305,0.0129,0.0129,0.0434
29,250,0.5,0.5,4,Avg (sec),0.06,0.002,0.427,0.434,0.32,0.51,0.054,0.002,0.002,0.422,0.205,0.002,0.422,0.432,0.003,0.429,0.21,0.199,0.002
29,250,0.5,0.5,4,SD (sec),0.224,0.002,0.494,0.494,0.463,0.609,0.211,0.004,0.004,0.493,0.399,0.004,0.493,0.494,0.007,0.494,0.403,0.394,0.005
29,250,0.5,0.5,4,Mix % (take failure into account),0.0129,0.0129,0.1134,0.0953,0.2263,0.0262,0.0262,0.0305,0.1006,0.0305,0.1128,0.0262,0.0305,0.0433,0.0129,0.0305,0.0129,0.0129,0.0433
30,50,1,0.25,4,Avg (sec),0.15,0.095,0.144,0.142,0.186,0.279,0.149,0.089,0.088,0.137,0.141,0.086,0.144,0.145,0.037,0.145,0.142,0.142,0.089
30,50,1,0.25,4,SD (sec),0.118,0.076,0.115,0.113,0.443,0.398,0.118,0.071,0.071,0.109,0.112,0.071,0.114,0.114,0.029,0.114,0.113,0.112,0.071
30,50,1,0.25,4,Mix % (take failure into account),0.0129,0.0128,0.1134,0.0953,0.2263,0.0263,0.0263,0.0305,0.1007,0.0304,0.1129,0.0263,0.0304,0.0433,0.0128,0.0304,0.0128,0.0128,0.0433
31,100,0.5,0.25,1,Avg (sec),0.008,0.002,0.004,0.005,0.644,0.417,0.007,0.002,0.001,0.005,0.005,0.002,0.004,0.005,0.003,0.005,0.005,0.005,0.002
31,100,0.5,0.25,1,SD (sec),0.009,0.001,0.003,0.008,0.947,0.698,0.007,0.002,0.002,0.007,0.008,0.002,0.003,0.008,0.006,0.008,0.008,0.008,0.003
31,100,0.5,0.25,1,Mix % (take failure into account),0.0131,0.0131,0.1129,0.0957,0.2259,0.0259,0.026,0.0305,0.0998,0.0305,0.1132,0.0259,0.0305,0.0437,0.0131,0.0305,0.013,0.0131,0.0436
32,200,0.5,0.25,4,Avg (sec),0.031,0.002,0.202,0.205,1.841,1.036,0.034,0.002,0.002,0.21,0.102,0.002,0.202,0.202,0.003,0.211,0.101,0.107,0.002
32,200,0.5,0.25,4,SD (sec),0.154,0.017,0.398,0.4,5.183,2.916,0.158,0.02,0.016,0.404,0.296,0.019,0.399,0.397,0.02,0.405,0.293,0.302,0.013
32,200,0.5,0.25,4,Mix % (take failure into account),0.0131,0.0131,0.113,0.0958,0.2259,0.0261,0.026,0.0304,0.0999,0.0304,0.1131,0.026,0.0304,0.0436,0.0131,0.0304,0.0131,0.0131,0.0435
33,100,0.5,0.5,1,Avg (sec),0.157,0.098,0.149,0.147,0.152,0.251,0.16,0.094,0.094,0.143,0.145,0.094,0.147,0.148,0.038,0.149,0.144,0.144,0.094
33,100,0.5,0.5,1,SD (sec),0.128,0.082,0.12,0.119,0.122,0.198,0.126,0.078,0.077,0.115,0.117,0.077,0.12,0.12,0.032,0.12,0.118,0.118,0.077
33,100,0.5,0.5,1,Mix % (take failure into account),0.0128,0.0128,0.1134,0.095,0.2264,0.026,0.0259,0.0307,0.1006,0.0307,0.113,0.0259,0.0307,0.0435,0.0128,0.0307,0.0127,0.0127,0.0435
34,150,0.5,0.25,1,Avg (sec),0.012,0.002,0.057,0.059,0.051,0.076,0.012,0.002,0.002,0.06,0.025,0.002,0.057,0.061,0.003,0.057,0.023,0.027,0.002
34,150,0.5,0.25,1,SD (sec),0.072,0.004,0.224,0.226,0.196,0.246,0.066,0.003,0.002,0.229,0.138,0.003,0.224,0.228,0.008,0.22,0.131,0.143,0.003
34,150,0.5,0.25,1,Mix % (take failure into account),0.0131,0.0132,0.113,0.0959,0.226,0.0263,0.0263,0.0302,0.0999,0.0302,0.113,0.0262,0.0302,0.0434,0.0131,0.0302,0.0131,0.0132,0.0434
